"ROI.name"	"ROI.id"	"point"	"x"	"y"
"202"	"C1"	12	11	896.978361103113	-269.907605852775
"203"	"C1"	12	12	890.989175251385	-266.779419900723
"204"	"C1"	12	13	885.839749994741	-272.439535308438
"205"	"C1"	12	14	869.191457520107	-287.302679120007
"206"	"C1"	12	15	868.688373359974	-278.906674667713
"207"	"C1"	13	1	871.242389070755	-321.013918881376
"208"	"C1"	13	2	869.365045075234	-288.423747547129
"209"	"C1"	13	3	891.188871146216	-267.840775343795
"210"	"C1"	13	4	897.468873036315	-270.919548992029
"211"	"C1"	13	5	909.751377718171	-271.221183637677
"212"	"C1"	13	6	915.27816768188	-269.476789184163
"213"	"C1"	13	7	920.126250254795	-276.101542450484
"214"	"C1"	13	8	930.292434277659	-284.503905852361
"215"	"C1"	13	9	936.448108109097	-290.657700799497
"216"	"C1"	13	10	931.760769411179	-309.087748843167
"217"	"C1"	13	11	925.625461189365	-322.13044574635
"218"	"C1"	13	12	918.408797505959	-332.854385062107
"219"	"C1"	13	13	902.402790748747	-331.479422997349
"220"	"C1"	13	14	885.332975813116	-328.517992027623
"221"	"C1"	14	1	941.386196411103	-371.03439502235
"222"	"C1"	14	2	919.658560101945	-333.498584963419
"223"	"C1"	14	3	927.009607691434	-321.922643960925
"224"	"C1"	14	4	932.87153195696	-309.010981986788
"225"	"C1"	14	5	942.304235886013	-305.613582104497
"226"	"C1"	14	6	955.042518078916	-311.39394820723
"227"	"C1"	14	7	945.826995165562	-334.58578507005
"228"	"C1"	14	8	957.239819842467	-342.283592222007
"229"	"C1"	14	9	968.509505622701	-347.584872803622
"230"	"C1"	14	10	967.441183980235	-363.810178567753
"231"	"C1"	14	11	961.129865595777	-372.275546963675
"232"	"C1"	15	1	941.526045483263	-372.185045005355
"233"	"C1"	15	2	943.36158990477	-377.792723044758
"234"	"C1"	15	3	938.964856743365	-387.272341849385
"235"	"C1"	15	4	931.116606998095	-404.316609946716
"236"	"C1"	15	5	936.528842367618	-418.097733157764
"237"	"C1"	15	6	957.576041614222	-428.928426684276
"238"	"C1"	15	7	968.650012896738	-434.14894959143
"239"	"C1"	15	8	976.963181144702	-427.105769254966
"240"	"C1"	15	9	991.727422590354	-421.806049678383
"241"	"C1"	15	10	997.060161329004	-399.596325754059
"242"	"C1"	15	11	987.081524112589	-383.352565998038
"243"	"C1"	15	12	969.984029001653	-379.516810954296
"244"	"C1"	15	13	961.76151111633	-373.54319069954
"245"	"C1"	16	1	966.36926205137	-484.460203827123
"246"	"C1"	16	2	970.70802339172	-434.539404211968
"247"	"C1"	16	3	977.673408515289	-428.421703760996
"248"	"C1"	16	4	992.620967599535	-423.21759306231
"249"	"C1"	16	5	1011.81030919523	-432.955319232958
"250"	"C1"	16	6	1024.89349437797	-449.970689672688
"251"	"C1"	16	7	1027.5256411597	-460.476089115364
"252"	"C1"	16	8	1024.66736728074	-471.814967301558
"253"	"C1"	16	9	1009.56806989312	-486.353089194986
"254"	"C1"	16	10	1000.18828097908	-493.899976389539
"255"	"C1"	16	11	990.192656704587	-491.723343342523
"256"	"C1"	16	12	977.688112485372	-490.686626361426
"257"	"C1"	17	1	922.985172823955	-503.182897839453
"258"	"C1"	17	2	949.54188397195	-499.982258000347
"259"	"C1"	17	3	960.121426263347	-494.937293814585
"260"	"C1"	17	4	966.22958061471	-484.91605412593
"261"	"C1"	17	5	977.523083681189	-491.309129797206
"262"	"C1"	17	6	990.332918776108	-492.299536951825
"263"	"C1"	17	7	1000.17097993888	-494.434017198533
"264"	"C1"	17	8	1013.93792016732	-520.018742940307
"265"	"C1"	17	9	1016.63416130555	-527.834211359352
"266"	"C1"	17	10	1003.73482754167	-551.020860329671
"267"	"C1"	17	11	993.466155332792	-553.323932863728
"268"	"C1"	17	12	980.744279334082	-555.233836793613
"269"	"C1"	17	13	969.441088279721	-563.762665398132
"270"	"C1"	17	14	963.376071036004	-569.86175850565
"271"	"C1"	17	15	962.173096930659	-582.066375081618
"272"	"C1"	17	16	950.963779047627	-571.215182860248
"273"	"C1"	17	17	933.195652790968	-564.730956575155
"274"	"C1"	17	18	920.704920497499	-559.239456838625
"275"	"C1"	17	19	918.32340765835	-542.12586053862
"276"	"C1"	17	20	917.184089077092	-516.23010970821
"277"	"C1"	17	21	918.42756940717	-505.262543101387
"278"	"C1"	18	1	963.393742448871	-582.282849396517
"279"	"C1"	18	2	964.603278186483	-570.080006260692
"280"	"C1"	18	3	970.870525239201	-563.810327239251
"281"	"C1"	18	4	981.133703372399	-556.146276219851
"282"	"C1"	18	5	993.498852342124	-554.439374939727
"283"	"C1"	18	6	1003.97151442065	-551.995916765281
"284"	"C1"	18	7	1016.84063229339	-570.905668129292
"285"	"C1"	18	8	1016.42399127476	-577.383160999898
"286"	"C1"	18	9	1026.83229886878	-591.088181640272
"287"	"C1"	18	10	1016.38757617206	-605.089775730352
"288"	"C1"	18	11	1011.49948015968	-611.818874524619
"289"	"C1"	18	12	1004.27041214306	-614.703769956972
"290"	"C1"	18	13	994.660795460138	-625.153072861458
"291"	"C1"	18	14	987.237374952886	-628.709506528026
"292"	"C1"	18	15	977.856332724117	-624.271851141432
"293"	"C1"	18	16	970.264984676365	-617.685715438645
"294"	"C1"	18	17	970.692763899304	-608.16224218728
"295"	"C1"	18	18	969.188001214217	-602.648992353247
"296"	"C1"	18	19	963.673154013268	-595.919244965361
"297"	"C1"	18	20	964.316246587754	-588.973489718572
"298"	"C1"	19	1	969.60412091699	-618.065320639146
"299"	"C1"	19	2	977.009125299266	-624.791998644729
"300"	"C1"	19	3	986.898597439346	-629.634927654348
"301"	"C1"	19	4	995.261416701978	-625.960715048734
"302"	"C1"	19	5	1005.27227998626	-615.234819172497
"303"	"C1"	19	6	1006.53915974928	-625.530101455321
"304"	"C1"	19	7	1012.13957860555	-634.489940959793
"305"	"C1"	19	8	1014.89560502049	-660.037912311097
"306"	"C1"	19	9	1004.29292483003	-665.763126269383
"307"	"C1"	19	10	991.48982592271	-670.875009921942
"308"	"C1"	19	11	971.812445742119	-658.189119724818
"309"	"C1"	19	12	955.669670183452	-658.345314029123
"310"	"C1"	19	13	951.317627724355	-661.548667064997
"311"	"C1"	19	14	955.182476220944	-643.54615586425
"312"	"C1"	19	15	959.66078098718	-628.260055664716
"313"	"C1"	19	16	964.129528300774	-619.954880284619
"314"	"C1"	20	1	926.363250966416	-672.216549389485
"315"	"C1"	20	2	937.442122824054	-670.669495947581
"316"	"C1"	20	3	944.190358182042	-668.736608818133
"317"	"C1"	20	4	950.275605817246	-664.432274125182
"318"	"C1"	20	5	951.674095385122	-662.094226922259
"319"	"C1"	20	6	955.887094891736	-658.944131347903
"320"	"C1"	20	7	971.485045823999	-658.605045011672
"321"	"C1"	20	8	991.183407356309	-671.31917570933
"322"	"C1"	20	9	994.231311801752	-684.831995442774
"323"	"C1"	20	10	995.28801082478	-694.125774144584
"324"	"C1"	20	11	994.303304055334	-701.001510342321
"325"	"C1"	20	12	989.74176738388	-711.400366866248
"326"	"C1"	20	13	982.853615029801	-719.913950388862
"327"	"C1"	20	14	979.83823098943	-722.046849970869
"328"	"C1"	20	15	972.79723151187	-725.627401854391
"329"	"C1"	20	16	962.319292292108	-726.190746638327
"330"	"C1"	20	17	958.730579162082	-725.103712702036
"331"	"C1"	20	18	947.856303587948	-716.279477211862
"332"	"C1"	20	19	939.058056970796	-713.237728299715
"333"	"C1"	20	20	929.908845416986	-709.520949680887
"334"	"C1"	20	21	932.796043300945	-702.013903518599
"335"	"C1"	20	22	932.786019463258	-691.69856036942
"336"	"C1"	20	23	925.273961382127	-683.653690910872
"337"	"C1"	21	1	899.751850935473	-735.035072924948
"338"	"C1"	21	2	915.622133282698	-723.523531569608
"339"	"C1"	21	3	925.808837799953	-714.888739135402
"340"	"C1"	21	4	929.56503364222	-710.304809327507
"341"	"C1"	21	5	947.601553322173	-717.208091025036
"342"	"C1"	21	6	958.686216936078	-726.122725883073
"343"	"C1"	21	7	962.463907700567	-726.980557875412
"344"	"C1"	21	8	972.859851025421	-726.417223248277
"345"	"C1"	21	9	979.122445788123	-739.731824121143
"346"	"C1"	21	10	980.147180977117	-752.99054420088
"347"	"C1"	21	11	977.719559247645	-760.824856871169
"348"	"C1"	21	12	975.124328110255	-769.111108065309
"349"	"C1"	21	13	971.139420429662	-775.008169057433
"350"	"C1"	21	14	964.733967743773	-781.992064692939
"351"	"C1"	21	15	960.093099191652	-784.968099905866
"352"	"C1"	21	16	947.615949565694	-783.368141802782
"353"	"C1"	21	17	935.911496401317	-784.594592720763
"354"	"C1"	21	18	925.881814435955	-776.050676519638
"355"	"C1"	21	19	910.498380713999	-767.307444827548
"356"	"C1"	21	20	904.745811877293	-765.243794408242
"357"	"C1"	21	21	905.218285926401	-751.67413767816
"358"	"C1"	22	1	870.87811481487	-789.806428610276
"359"	"C1"	22	2	883.763705448281	-782.259331994323
"360"	"C1"	22	3	893.575585627339	-775.588090954822
"361"	"C1"	22	4	904.454663818821	-766.090672034269
"362"	"C1"	22	5	910.043392910335	-768.01861670255
"363"	"C1"	22	6	925.767424556499	-777.120476939411
"364"	"C1"	22	7	935.811006383808	-785.733189397487
"365"	"C1"	22	8	939.632829563029	-803.782447568107
"366"	"C1"	22	9	941.155493528107	-818.89898749674
"367"	"C1"	22	10	938.358073611359	-823.218952968825
"368"	"C1"	22	11	924.811680988494	-833.58126209235
"369"	"C1"	22	12	909.397002530799	-835.509914523569
"370"	"C1"	22	13	894.876621250549	-828.221447016563
"371"	"C1"	22	14	890.118814402295	-815.97856085121
"372"	"C1"	22	15	884.0256481865	-800.192849241585
"373"	"EP"	23	1	239.990887744008	-256.002141342271
"374"	"EP"	23	2	234.139418477342	-236.199832957477
"375"	"EP"	23	3	245.233239765179	-228.028537105929
"376"	"EP"	23	4	256.392210597168	-225.450978133159
"377"	"EP"	23	5	268.002586146818	-231.60956118697
"378"	"EP"	23	6	270.461441450672	-237.307112001003
"379"	"EP"	24	1	271.134186313292	-236.988910490251
"380"	"EP"	24	2	273.666178199166	-231.673430326411
"381"	"EP"	24	3	276.360982767436	-224.185182967623
"382"	"EP"	24	4	284.43076185987	-213.49273825301
"383"	"EP"	24	5	296.748706623491	-209.991568571793
"384"	"EP"	24	6	279.382669706242	-182.828832265959
"385"	"EP"	24	7	267.149864416847	-190.045836984678
"386"	"EP"	24	8	258.084508890473	-205.231197575561
"387"	"EP"	24	9	256.55003711752	-225.06943686855
"388"	"EP"	24	10	262.189608132724	-227.906631058628
"389"	"EP"	24	11	268.379643175532	-231.185057335075
"390"	"EP"	25	1	279.946326838704	-182.412367751504
"391"	"EP"	25	2	304.149131050672	-173.673276047238
"392"	"EP"	25	3	311.315167908774	-169.113643623352
"393"	"EP"	25	4	321.946211123997	-148.007404094535
"394"	"EP"	25	5	327.16517758194	-147.368382117724
"395"	"EP"	25	6	336.454606843331	-146.947231528967
"396"	"EP"	25	7	344.726312189509	-148.993347740385
"397"	"EP"	25	8	349.186420976041	-151.693098543179
"398"	"EP"	25	9	348.779433455455	-156.280332562425
"399"	"EP"	25	10	347.622420297713	-162.098000297088
"400"	"EP"	25	11	345.430396850455	-170.98236131873
"401"	"EP"	25	12	344.446610205828	-178.631166260466
"402"	"EP"	25	13	342.512252133656	-183.235474828008
"403"	"EP"	25	14	338.624753986186	-190.763984356349
"404"	"EP"	25	15	335.035900129715	-197.678130754396
"405"	"EP"	25	16	333.377989435757	-199.682494474584
"406"	"EP"	25	17	328.191759379684	-200.351496159426
"407"	"EP"	25	18	317.658024938232	-200.927521708148
"408"	"EP"	25	19	309.562961014828	-201.01801681412
"409"	"EP"	25	20	306.827353660611	-202.270647442322
"410"	"EP"	25	21	302.231045073568	-206.154045103157
"411"	"EP"	25	22	297.546471776751	-209.707349442744
"412"	"EP"	26	1	339.04369869864	-146.413578827022
"413"	"EP"	26	2	343.578388750327	-141.501632662161
"414"	"EP"	26	3	351.25298881665	-134.413345637198
"415"	"EP"	26	4	361.925978006746	-128.315562424219
"416"	"EP"	26	5	375.105457004396	-126.914162662064
"417"	"EP"	26	6	389.437104728354	-128.753734849609
"418"	"EP"	26	7	396.808433535047	-130.094645571759
"419"	"EP"	26	8	399.752924859106	-130.283330597974
"420"	"EP"	26	9	396.181708164722	-141.208302408739
"421"	"EP"	26	10	393.91420511372	-147.031387303941
"422"	"EP"	26	11	380.408429994944	-144.23504654607
"423"	"EP"	26	12	370.03377989205	-148.042881058935
"424"	"EP"	26	13	363.462068501112	-152.776829873525
"425"	"EP"	26	14	350.014706888506	-151.316267922314
"426"	"EP"	26	15	345.695881960766	-148.277315112379
"427"	"EP"	27	1	400.955440982007	-129.641543400251
"428"	"EP"	27	2	405.61601317494	-121.396164407966
"429"	"EP"	27	3	410.147302554679	-112.275109872394
"430"	"EP"	27	4	419.656417565094	-103.024825532444
"431"	"EP"	27	5	433.5909559569	-90.8360954502934
"432"	"EP"	27	6	446.367650833332	-84.3245380639599
"433"	"EP"	27	7	452.609053455691	-82.5909019888635
"434"	"EP"	27	8	461.794789154472	-84.4834165747056
"435"	"EP"	27	9	468.418126377782	-88.2271548936188
"436"	"EP"	27	10	473.143141194253	-95.8026765006832
"437"	"EP"	27	11	469.746225506227	-96.2904240911672
"438"	"EP"	27	12	465.567699100412	-94.374466186072
"439"	"EP"	27	13	460.02569655201	-93.2930254935326
"440"	"EP"	27	14	454.05463422448	-95.1794672142988
"441"	"EP"	27	15	448.824077292823	-96.8602232990368
"442"	"EP"	27	16	439.497231103591	-99.7927286982004
"443"	"EP"	27	17	426.937970027222	-107.497321083196
"444"	"EP"	27	18	418.404429710998	-117.388211668115
"445"	"EP"	27	19	405.386751697619	-125.903824937598
"446"	"EP"	28	1	474.491112803615	-96.1654929866492
"447"	"EP"	28	2	468.946960470273	-87.7868130491447
"448"	"EP"	28	3	461.978671103885	-83.2886362621498
"449"	"EP"	28	4	473.956770104011	-75.5830522837609
"450"	"EP"	28	5	483.657996803506	-81.5560469244727
"451"	"EP"	28	6	487.183630286724	-82.9893967626847
"452"	"EP"	28	7	495.059994105249	-74.9934119686441
"453"	"EP"	28	8	496.364302317584	-71.3249072595407
"454"	"EP"	28	9	503.715141335799	-73.6616108324492
"455"	"EP"	28	10	507.550484073334	-79.2473344933147
"456"	"EP"	28	11	506.208178990819	-83.434200607446
"457"	"EP"	28	12	500.22494450663	-86.9247651595474
"458"	"EP"	28	13	488.506177048715	-94.5065437367381
"459"	"EP"	29	1	506.919783309618	-84.2488387542957
"460"	"EP"	29	2	508.328875286131	-79.2341417833258
"461"	"EP"	29	3	504.344358430703	-73.0818331149117
"462"	"EP"	29	4	497.017285867669	-70.6123669220447
"463"	"EP"	29	5	503.855704092355	-63.189772817509
"464"	"EP"	29	6	515.709390659395	-65.6360157108987
"465"	"EP"	29	7	524.28846459814	-71.4782317121837
"466"	"EP"	29	8	535.167724755341	-73.4140317486919
"467"	"EP"	29	9	539.903107236347	-69.6066290785688
"468"	"EP"	29	10	547.508618174815	-81.8717579128063
"469"	"EP"	29	11	551.387442972431	-91.0286464163605
"470"	"EP"	29	12	547.478703407209	-89.4270511659598
"471"	"EP"	29	13	542.014827895512	-89.2748998042235
"472"	"EP"	29	14	528.153919164471	-93.2864110454875
"473"	"EP"	30	1	551.865941793673	-91.258819604936
"474"	"EP"	30	2	555.887558826922	-92.7174710791754
"475"	"EP"	30	3	577.813237069618	-76.6613774104485
"476"	"EP"	30	4	587.638783891886	-73.5276240324527
"477"	"EP"	30	5	599.102666290355	-75.6804138427931
"478"	"EP"	30	6	598.391332155178	-67.3436899523687
"479"	"EP"	30	7	594.726298859074	-61.6577689076601
"480"	"EP"	30	8	587.642194084591	-56.6711132172182
"481"	"EP"	30	9	577.052077323783	-58.0116835871203
"482"	"EP"	30	10	566.563383608014	-59.6254761454004
"483"	"EP"	30	11	551.838365604914	-63.2263336754729
"484"	"EP"	30	12	540.878084144293	-68.1757118966437
"485"	"EP"	30	13	540.107748734208	-69.0315998996395
"486"	"EP"	30	14	548.506898401737	-82.0272516459558
"487"	"EP"	31	1	599.774523367396	-74.9245651932325
"488"	"EP"	31	2	609.707694030718	-67.8865320346917
"489"	"EP"	31	3	619.082579458617	-74.4586695369162
"490"	"EP"	31	4	626.936236345484	-75.6732791097731
"491"	"EP"	31	5	636.188692006628	-67.6411506526444
"492"	"EP"	31	6	645.422973779973	-72.7849256359765
"493"	"EP"	31	7	655.415271932524	-83.9591612282977
