"ROI.name"	"Organ"	"Number"	"ROI.id"	"point"	"x"	"y"
"Leaf.03"	"Leaf"	3	3	9	305.491479796612	-194.497876355507
"Leaf.03"	"Leaf"	3	3	10	302.763726358873	-190.691938429491
"Leaf.03"	"Leaf"	3	3	11	298.656558897646	-187.220695002481
"Leaf.03"	"Leaf"	3	3	12	291.472601372333	-180.629635129364
"Leaf.03"	"Leaf"	3	3	13	279.139147215867	-171.937184434499
"Leaf.03"	"Leaf"	3	3	14	275.388187444656	-166.747051775881
"Leaf.03"	"Leaf"	3	3	15	271.976702881565	-162.247821306286
"Leaf.03"	"Leaf"	3	3	16	269.248949443826	-158.44188338027
"Leaf.03"	"Leaf"	3	3	17	266.554660969881	-149.816362612993
"Leaf.03"	"Leaf"	3	3	18	263.523287642374	-140.155683739461
"Leaf.03"	"Leaf"	3	3	19	260.848122004884	-128.776115634321
"Leaf.03"	"Leaf"	3	3	20	259.884674535331	-118.785522970897
"Leaf.03"	"Leaf"	3	3	21	259.241579437443	-112.239879834358
"Leaf.03"	"Leaf"	3	3	22	259.669256210853	-106.75250231919
"Leaf.03"	"Leaf"	3	3	23	260.302924276217	-101.954100818097
"Leaf.03"	"Leaf"	3	3	24	260.922697827641	-99.156770090035
"Leaf.03"	"Leaf"	3	3	25	263.567162825794	-92.9715135617592
"Leaf.03"	"Leaf"	3	3	26	265.807245315158	-87.383799362605
"Leaf.03"	"Leaf"	3	3	27	268.448931410523	-81.5987569889354
"Leaf.03"	"Leaf"	3	3	28	270.272126328554	-78.4095488146308
"Leaf.03"	"Leaf"	3	3	29	272.908254618343	-73.4249347501738
"Leaf.03"	"Leaf"	3	3	30	277.146628977951	-68.2513292195651
"Leaf.03"	"Leaf"	3	3	31	280.178803068164	-63.8698152898053
"Leaf.03"	"Leaf"	3	3	32	282.200715612105	-60.8821036441978
"Leaf.03"	"Leaf"	3	3	33	286.029149657349	-57.1064687519231
"Leaf.03"	"Leaf"	3	3	34	289.457369547987	-53.3280549568606
"Leaf.03"	"Leaf"	3	3	35	292.276931498352	-50.746115271435
"Leaf.03"	"Leaf"	3	3	36	298.113383573597	-45.983839506584
"Leaf.03"	"Leaf"	3	3	37	299.723966351779	-44.5942055766136
"Leaf.03"	"Leaf"	3	3	38	303.744170765963	-42.0206025995516
"Leaf.03"	"Leaf"	3	3	39	308.560635135177	-40.0528786599748
"Leaf.03"	"Leaf"	3	3	40	314.166412202453	-39.6915691443986
"Leaf.03"	"Leaf"	3	3	41	317.369514890697	-39.5136932893984
"Leaf.03"	"Leaf"	3	3	42	327.76118839652	-41.5870155349142
"Leaf.03"	"Leaf"	3	3	43	337.542814510676	-45.0569189673701
"Leaf.03"	"Leaf"	3	3	44	345.121873323104	-48.7116455117958
"Leaf.03"	"Leaf"	3	3	45	347.510653188196	-50.5292826242511
"Leaf.03"	"Leaf"	3	3	46	350.688745751349	-53.9533341607072
