"ROI.name"	"Stage"	"Cell"	"ROI.id"	"point"	"x"	"y"
"Stage3.Pericycle"	"Stage3"	"Pericycle"	12	2	626.971795124615	-333.311451574407
"Stage3.Pericycle"	"Stage3"	"Pericycle"	12	3	639.628775582874	-378.858710740737
"Stage3.Pericycle"	"Stage3"	"Pericycle"	12	4	607.745864161861	-379.125018136241
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	1	591.66913725909	-702.357597817681
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	2	591.306224273652	-656.872503642784
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	3	614.0487713611	-654.57405473501
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	4	615.984307283436	-661.953285438916
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	5	618.88761116694	-669.453487137968
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	6	623.484508982488	-677.437572817604
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	7	624.089363958218	-693.768657162315
"Stage3.Pericycle"	"Stage3"	"Pericycle"	13	8	622.879654006758	-698.728467963301
"Stage3.Pericycle"	"Stage3"	"Pericycle"	14	1	591.786945034751	-838.750719697141
"Stage3.Pericycle"	"Stage3"	"Pericycle"	14	2	591.508988757751	-702.920593247886
"Stage3.Pericycle"	"Stage3"	"Pericycle"	14	3	623.139408115709	-699.394909561489
"Stage3.Pericycle"	"Stage3"	"Pericycle"	14	4	623.743811033377	-702.618391789052
"Stage3.Pericycle"	"Stage3"	"Pericycle"	14	5	622.43427137843	-721.35488223676
"Stage3.Pericycle"	"Stage3"	"Pericycle"	14	6	611.827996115091	-838.719200153858
"Stage4.Pericycle"	"Stage4"	"Pericycle"	15	1	837.237962668364	-206.510757790461
"Stage4.Pericycle"	"Stage4"	"Pericycle"	15	2	855.816785168544	-206.510757790461
"Stage4.Pericycle"	"Stage4"	"Pericycle"	15	3	872.966467476403	-342.517266093061
"Stage4.Pericycle"	"Stage4"	"Pericycle"	15	4	854.625835008276	-343.470026221275
"Stage4.Pericycle"	"Stage4"	"Pericycle"	15	5	836.523392572204	-344.184596317436
"Stage4.Pericycle"	"Stage4"	"Pericycle"	16	1	833.129843163765	-389.099102576484
"Stage4.Pericycle"	"Stage4"	"Pericycle"	16	2	836.214442306018	-344.96233636551
"Stage4.Pericycle"	"Stage4"	"Pericycle"	16	3	854.360255098553	-344.362666957019
"Stage4.Pericycle"	"Stage4"	"Pericycle"	16	4	854.096797326364	-386.345138268421
"Stage4.Pericycle"	"Stage4"	"Pericycle"	17	1	855.079679538	-344.416199956121
"Stage4.Pericycle"	"Stage4"	"Pericycle"	17	2	873.205434467917	-343.515812277918
"Stage4.Pericycle"	"Stage4"	"Pericycle"	17	3	879.388017855987	-361.125847494685
"Stage4.Pericycle"	"Stage4"	"Pericycle"	17	4	881.990973509401	-368.38672379105
"Stage4.Pericycle"	"Stage4"	"Pericycle"	17	5	884.182936164907	-377.976560408891
"Stage4.Pericycle"	"Stage4"	"Pericycle"	17	6	885.141919826692	-383.730462379595
"Stage4.Pericycle"	"Stage4"	"Pericycle"	17	7	855.002433313478	-385.785427369132
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	1	833.542972666146	-710.577158039595
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	2	834.029003553998	-689.920845305886
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	3	833.542972666146	-668.778501684325
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	4	836.216142549332	-664.404223693657
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	5	849.581991965262	-661.974069254397
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	6	854.199285399855	-661.488038366545
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	7	861.003717829783	-664.161208249731
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	8	867.322119371859	-670.236594347881
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	9	868.537196591489	-680.200227548847
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	10	870.724335586823	-687.004659978774
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	11	872.182428250379	-691.378937969442
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	12	871.453381918601	-697.697339511518
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	13	868.051165703637	-703.529710165742
"Stage4.Pericycle"	"Stage4"	"Pericycle"	18	14	863.676887712969	-706.68891093678
"Stage4.Pericycle"	"Stage4"	"Pericycle"	19	1	833.958122582684	-846.805286224065
"Stage4.Pericycle"	"Stage4"	"Pericycle"	19	2	833.349251609952	-711.518491104751
"Stage4.Pericycle"	"Stage4"	"Pericycle"	19	3	863.890847218693	-707.267279994377
"Stage4.Pericycle"	"Stage4"	"Pericycle"	19	4	862.548359499628	-739.934481158306
"Stage4.Pericycle"	"Stage4"	"Pericycle"	19	5	853.677055998855	-846.28151839805
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	1	1076.91412589945	-655.445352214822
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	2	1097.90205819285	-648.76030711396
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	3	1103.96523863317	-659.642938673504
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	4	1107.69642659644	-667.88264542573
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	5	1108.47375742213	-672.235698049547
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	6	1107.0745619359	-694.933758159454
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	7	1105.20896795426	-697.421216801635
"Stage5.Pericycle"	"Stage5"	"Pericycle"	20	8	1076.75865973431	-698.04308146218
"Stage5.Pericycle"	"Stage5"	"Pericycle"	21	1	1076.75291600825	-698.70354904579
"Stage5.Pericycle"	"Stage5"	"Pericycle"	21	2	1105.15177953042	-698.222578832945
"Stage5.Pericycle"	"Stage5"	"Pericycle"	21	3	1105.9295989647	-707.037865754712
"Stage5.Pericycle"	"Stage5"	"Pericycle"	21	4	1102.94795779998	-747.225203192182
"Stage5.Pericycle"	"Stage5"	"Pericycle"	21	5	1094.11752455784	-836.585922931188
"Stage5.Pericycle"	"Stage5"	"Pericycle"	21	6	1075.05078326093	-837.108299405076
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	1	1315.96476487866	-753.354097855555
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	2	1315.68991843654	-700.858427410312
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	3	1328.74512443732	-702.507506063042
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	4	1345.78560384886	-705.255970484259
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	5	1355.95492220736	-718.036330042918
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	6	1359.52792595494	-723.808105327474
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	7	1358.15369374434	-747.994592234182
"Stage6.Pericycle"	"Stage6"	"Pericycle"	22	8	1357.60400086009	-753.079251413434
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	1	1315.89421678547	-753.971821509513
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	2	1357.36628371852	-754.212938177728
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	3	1355.07567537047	-761.687554892405
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	4	1351.94115868367	-779.891863342667
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	5	1344.47907700925	-820.512938949758
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	6	1342.80933150874	-830.698386502859
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	7	1341.47353510833	-837.711317604993
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	8	1336.96522225696	-838.546190355247
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	9	1326.11187650366	-838.880139455349
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	10	1318.26407265127	-839.381063105501
"Stage6.Pericycle"	"Stage6"	"Pericycle"	23	11	1316.46723568952	-836.269494158133
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	1	1557.8411492912	-751.25399685764
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	2	1558.26678894947	-735.930969159693
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	3	1556.98986997464	-699.113138718795
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	4	1592.95642109899	-700.390057693624
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	5	1595.72307887779	-709.541310346564
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	6	1599.55383580227	-714.861806075017
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	7	1604.02305221417	-719.543842316056
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	8	1607.00252982211	-721.884860436576
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	9	1604.02305221417	-729.120734627273
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	10	1597.21281768175	-743.16684335039
"Stage7.Pericycle"	"Stage7"	"Pericycle"	24	11	1594.87179956123	-749.551438224534
"Stage7.Pericycle"	"Stage7"	"Pericycle"	25	1	1561.84029051143	-839.729067023215
"Stage7.Pericycle"	"Stage7"	"Pericycle"	25	2	1557.57520831909	-752.294882080185
"Stage7.Pericycle"	"Stage7"	"Pericycle"	25	3	1594.8126566907	-750.818507475143
"Stage7.Pericycle"	"Stage7"	"Pericycle"	25	4	1590.05544963001	-781.330249312673
"Stage7.Pericycle"	"Stage7"	"Pericycle"	25	5	1580.8691187542	-839.40098377765
"Stage5.Pericycle"	"Stage5"	"Pericycle"	26	1	1075.07793110459	-376.475543676027
"Stage5.Pericycle"	"Stage5"	"Pericycle"	26	2	1079.97631178439	-332.156861334983
"Stage5.Pericycle"	"Stage5"	"Pericycle"	26	3	1097.00401605226	-331.994331549367
"Stage5.Pericycle"	"Stage5"	"Pericycle"	26	4	1096.53750360657	-374.609493893246
"Stage5.Pericycle"	"Stage5"	"Pericycle"	27	1	1097.82172435142	-331.935194519452
"Stage5.Pericycle"	"Stage5"	"Pericycle"	27	2	1116.55999834928	-331.187791364928
"Stage5.Pericycle"	"Stage5"	"Pericycle"	27	3	1124.57616885564	-354.525550641506
"Stage5.Pericycle"	"Stage5"	"Pericycle"	27	4	1127.30749050928	-365.450837256036
"Stage5.Pericycle"	"Stage5"	"Pericycle"	27	5	1127.30749050928	-371.459744894028
"Stage5.Pericycle"	"Stage5"	"Pericycle"	27	6	1128.03584295025	-373.644802216934
"Stage5.Pericycle"	"Stage5"	"Pericycle"	27	7	1097.80921665005	-374.008978437418
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	1	1079.82073280565	-195.127334743842
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	2	1098.28814127248	-196.521101420583
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	3	1106.30229966375	-249.832676805955
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	4	1110.83204136316	-283.283077047756
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	5	1114.6648997242	-317.081918958743
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	6	1116.23057667171	-330.177780366956
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	7	1097.42224137927	-330.839763427662
"Stage5.Pericycle"	"Stage5"	"Pericycle"	28	8	1080.14655697254	-330.839763427662
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	1	1318.87820769236	-194.720222444687
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	2	1337.61417411316	-195.166316883277
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	3	1342.29816571836	-216.355802716319
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	4	1346.79298951318	-248.065428107961
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	5	1350.69673730887	-267.939053249657
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	6	1353.18094045158	-283.199158269174
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	7	1354.9553712678	-299.878807941669
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	8	1358.149346737	-316.558457614165
"Stage6.Pericycle"	"Stage6"	"Pericycle"	29	9	1357.43957441052	-330.399017980703
