"ROI.name"	"Stage"	"Cell"	"ROI.id"	"point"	"x"	"y"
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	2	851.390117389554	-569.066436731797
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	3	851.776786488479	-567.989287099078
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	4	876.294596531572	-568.144868443242
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	5	876.426707883378	-570.919206831176
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	6	876.8890976147	-576.20366090343
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	7	876.690930586991	-581.289947947975
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	8	871.442522482976	-589.146311386753
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	9	870.854405376526	-595.615599557708
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	10	870.707376099913	-601.790829175438
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	11	851.763686276792	-602.536310227164
"Stage4.Endodermis"	"Stage4"	"Endodermis"	93	12	849.987550472561	-595.360721578073
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	1	854.91488763275	-661.112024540622
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	2	858.792052656028	-649.923634044878
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	3	859.235157230117	-629.430047493267
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	4	858.108515873088	-620.543897246906
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	5	852.032694424848	-603.194051555821
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	6	870.80023178719	-602.248923774984
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	7	878.968836178712	-603.531597191835
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	8	884.369566354925	-605.69188926232
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	9	888.622641368693	-607.379617442387
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	10	890.377878675963	-609.202363876859
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	11	889.972823912747	-615.413203579504
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	12	885.922276280587	-626.619718695146
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	13	882.884365556467	-640.931653662112
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	14	880.476561281974	-650.746748343594
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	15	878.006348239625	-661.245153773574
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	16	877.080018348745	-671.897947518701
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	17	875.536135197277	-680.389304851772
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	18	874.301028676103	-687.799943978817
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	19	872.782118761461	-690.860497779226
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	20	868.933454107946	-679.946788647206
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	21	867.802643843409	-669.816613360729
"Stage4.Endodermis"	"Stage4"	"Endodermis"	94	22	861.347601916677	-663.738508188843
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	1	871.295450300054	-385.291837513385
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	2	885.581312565354	-384.225728389109
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	3	887.50030898905	-386.713316345754
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	4	891.124004064875	-391.992977391027
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	5	897.112252632905	-398.10533637021
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	6	897.521734757246	-400.572734961343
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	7	890.274659686146	-402.413379438478
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	8	877.115981885765	-405.065202915244
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	9	873.987981472344	-405.145590780219
"Stage4.Rootcap"	"Stage4"	"Rootcap"	95	10	872.131705038608	-395.75813567247
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	1	868.472979543782	-418.816402210218
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	2	872.018765072997	-411.50683255041
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	3	873.8463620364	-405.641521365535
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	4	877.246542433429	-405.599019110572
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	5	890.507245981841	-402.793870283024
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	6	897.902638345379	-400.923771064658
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	7	901.068531129462	-404.939574058791
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	8	903.149406471486	-410.199893413967
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	9	903.670404589992	-416.776020031224
"Stage4.Rootcap"	"Stage4"	"Rootcap"	96	10	883.556153971657	-418.708532409534
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	1	883.756573236481	-419.018779876142
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	2	903.924906654408	-416.977200112977
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	3	906.61324162903	-426.020764263853
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	4	907.336045776068	-433.176525319523
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	5	907.552887020179	-437.224228542933
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	6	908.34797158192	-441.922455498676
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	7	908.420251996624	-445.825597892678
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	8	908.492532411327	-446.982084527938
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	9	900.180284720397	-447.41576701616
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	10	888.687698782502	-446.331560795604
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	11	886.274581590436	-445.733852569632
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	12	884.800405722615	-442.932413631667
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	13	882.704825814324	-435.647778712372
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	14	881.97303600508	-431.290303030053
"Stage4.Rootcap"	"Stage4"	"Rootcap"	97	15	882.638299468029	-425.336195036657
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	1	887.531443329133	-482.781877754296
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	2	888.262578790217	-480.93552756536
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	3	888.597772216175	-474.767968527722
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	4	890.072623290393	-464.041778897047
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	5	888.865926956942	-459.416109618819
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	6	888.3966561606	-448.287687876995
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	7	886.375316565377	-446.031235664182
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	8	888.720535024341	-446.588225048186
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	9	900.182790242526	-447.760834277668
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	10	908.791055604668	-447.454445060098
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	11	910.123182595602	-449.417579573054
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	12	911.670890764007	-456.074394593282
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	13	913.423184980048	-461.331277241406
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	14	914.060382876791	-466.428860415344
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	15	914.060382876791	-475.349630969736
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	16	913.741783928419	-482.199508359715
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	17	913.423184980048	-484.589000472499
"Stage4.Rootcap"	"Stage4"	"Rootcap"	98	18	894.944445974522	-484.748299946684
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	1	887.482759314924	-483.20635573163
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	2	894.851826622891	-485.165760911783
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	3	913.843689598427	-485.34255437925
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	4	914.292843497218	-487.381144727875
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	5	914.75371346997	-501.053675058463
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	6	914.244857334163	-511.400416486549
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	7	913.566382486419	-517.167452692368
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	8	904.237353329948	-517.167452692368
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	9	896.774130004772	-517.506690116239
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	10	892.36404349444	-517.506690116239
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	11	889.14869992564	-517.059298326323
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	12	887.041050493896	-515.727233275563
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	13	887.26092919662	-512.457706588347
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	14	888.115262689126	-511.033817434169
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	15	889.600834313047	-494.18328556558
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	16	889.545082120421	-490.002541453661
"Stage4.Rootcap"	"Stage4"	"Rootcap"	99	17	888.58914931386	-485.945828097331
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	1	884.340943416721	-545.19151423832
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	2	884.682469205466	-538.497007547619
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	3	886.28660786223	-524.491643121255
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	4	886.903584268678	-516.532647478078
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	5	888.816211128666	-517.519809728395
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	6	892.08618608284	-518.013390853553
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	7	898.070857225383	-517.951693212908
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	8	903.685342524058	-517.643205009684
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	9	913.618662667867	-517.581507369039
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	10	914.914313121407	-521.159970526436
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	11	914.482429636894	-529.427454372837
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	12	913.248476823998	-539.237379235356
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	13	912.508105136261	-543.247725877267
"Stage4.Rootcap"	"Stage4"	"Rootcap"	100	14	911.274152323365	-544.913562174676
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	1	879.253130746811	-566.032528361585
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	2	883.452664400903	-555.501390121323
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	3	884.421787551848	-550.397341526349
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	4	884.357179341785	-545.939375032005
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	5	911.428019358164	-545.551725771627
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	6	912.397142509109	-547.36075565339
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	7	911.944885038668	-554.080009499938
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	8	911.686452198416	-561.509953657178
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	9	911.363411148101	-566.3555694119
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	10	909.554381266339	-569.650588125111
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	11	903.416601310358	-568.358423923852
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	12	894.759101161921	-566.614002252152
"Stage4.Rootcap"	"Stage4"	"Rootcap"	101	13	887.329157004681	-566.097136571648
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	1	877.104860467315	-579.609629707944
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	2	877.20424794868	-575.890812661355
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	3	876.768333960963	-567.99592599493
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	4	878.802599236975	-566.446009594159
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	5	887.472444103786	-566.542879369207
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	6	894.64080745735	-567.124098019496
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	7	909.553942566486	-570.358255478673
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	8	910.214407047603	-572.622705128216
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	9	908.893478085369	-577.434660633495
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	10	906.345972229633	-582.152264070043
"Stage4.Rootcap"	"Stage4"	"Rootcap"	102	11	904.741987061207	-584.133657513394
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	1	871.146237056282	-601.719025727852
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	2	871.355785733185	-595.537339759204
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	3	871.827270256217	-589.303266621331
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	4	877.013600009574	-581.392804068231
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	5	877.118374348026	-579.978350499134
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	6	904.727892325404	-585.139102574883
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	7	903.180535056593	-589.781174381315
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	8	899.49068310789	-596.446713385423
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	9	894.610556337026	-604.659609658341
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	10	890.740992861263	-608.732024123
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	11	889.075287082711	-606.962757458851
"Stage4.Rootcap"	"Stage4"	"Rootcap"	103	12	879.511224183801	-603.191784087281
"Stage5.Stele"	"Stage5"	"Stele"	104	1	1073.68237856029	-408.45793083904
"Stage5.Stele"	"Stage5"	"Stele"	104	2	1073.79003747722	-401.67541907234
"Stage5.Stele"	"Stage5"	"Stele"	104	3	1074.32833206188	-391.232504129961
"Stage5.Stele"	"Stage5"	"Stele"	104	4	1074.86662664654	-377.021527094971
"Stage5.Stele"	"Stage5"	"Stele"	104	5	1096.72138678369	-375.298984424063
"Stage5.Stele"	"Stage5"	"Stele"	104	6	1094.56820844505	-381.866178356899
"Stage5.Stele"	"Stage5"	"Stele"	104	7	1093.81459602653	-390.048256043712
