"ROI.name"	"ROI.id"	"point"	"x"	"y"
"Epidermis"	1	1	668.484224259778	-103.363366493148
"Epidermis"	1	2	636.424733825806	-122.619427099897
"Epidermis"	1	3	629.84515481069	-110.058412616493
"Epidermis"	1	4	625.658149982889	-99.8899723204038
"Epidermis"	1	5	653.770896683841	-81.9456659155409
"Epidermis"	1	6	663.341193433101	-90.9178191179724
"Epidermis"	2	1	655.12595107079	-80.173718001582
"Epidermis"	2	2	654.828128506412	-69.0612615100382
"Epidermis"	2	3	678.358520498585	-54.3613110117132
"Epidermis"	2	4	702.715453843736	-58.9829217230715
"Epidermis"	2	5	705.768005255762	-78.0822918366364
"Epidermis"	2	6	704.773386796016	-90.2616199535541
"Epidermis"	2	7	688.453020088547	-101.585956036288
"Epidermis"	2	8	679.460164964023	-101.585956036288
"Epidermis"	2	9	669.970665425563	-102.624032853217
"Epidermis"	2	10	665.201562349768	-89.9064246510972
"Epidermis"	3	1	707.235144357592	-76.6010817117555
"Epidermis"	3	2	704.023358960873	-58.6150834901274
"Epidermis"	3	3	708.841037055951	-47.5344238714458
"Epidermis"	3	4	723.45247164935	-40.702825010151
"Epidermis"	3	5	742.539107106088	-43.6922980334954
"Epidermis"	3	6	754.496999199465	-51.9708387135261
"Epidermis"	3	7	754.726958662799	-60.0194199302226
"Epidermis"	3	8	750.817647786118	-72.2072714869345
"Epidermis"	3	9	747.138296372771	-77.4963391436208
"Epidermis"	3	10	720.462998626006	-86.4647582136541
"Epidermis"	4	1	752.141623113948	-72.775197463748
"Epidermis"	4	2	755.92898157744	-60.0995362542799
"Epidermis"	4	3	766.454891292843	-57.7198252968808
"Epidermis"	4	4	797.909694183249	-72.2072714869345
"Epidermis"	4	5	804.398202742984	-86.4647582136541
"Epidermis"	4	6	792.210351186272	-97.2728529903608
"Epidermis"	4	7	784.851648359578	-101.64208279371
"Epidermis"	4	8	770.13424270619	-97.0428935270266
"Epidermis"	4	9	752.887282956126	-85.0850014336489
"Epidermis"	4	10	749.152150090603	-77.9283673442013
"Epidermis"	5	1	791.910657860249	-103.414450647575
"Epidermis"	5	2	792.410727737655	-98.4137518735141
"Epidermis"	5	3	805.412544550212	-86.8121307176933
"Epidermis"	5	4	811.213355128123	-83.7116974777757
"Epidermis"	5	5	821.314766651725	-88.8124102273176
"Epidermis"	5	6	825.81539554838	-90.2126058840546
"Epidermis"	5	7	834.116555513321	-95.8133885110025
"Epidermis"	5	8	817.714263534402	-111.715610612515
"Epidermis"	5	9	808.713005741093	-111.415568686072
"Epidermis"	5	10	799.311692045858	-109.215261225485
"Epidermis"	6	1	819.690761951122	-118.454084154283
"Epidermis"	6	2	818.253212386143	-112.22470270604
"Epidermis"	6	3	834.928787339901	-96.1241475782737
"Epidermis"	6	4	841.733188614136	-93.5365583613112
"Epidermis"	6	5	853.233585133969	-97.6575337809182
"Epidermis"	6	6	859.367129944547	-101.395162649864
"Epidermis"	6	7	857.833743741903	-110.21213331507
"Epidermis"	6	8	851.508525655994	-117.687391052961
"Epidermis"	6	9	846.71669377273	-120.083306994593
"Epidermis"	6	10	835.216297252897	-122.862569486886
"Epidermis"	6	11	826.399326587691	-121.712529834903
"Epidermis"	7	1	852.658565307978	-117.687391052961
"Epidermis"	7	2	858.408763567894	-110.787153141061
"Epidermis"	7	3	859.942149770539	-101.586835925195
"Epidermis"	7	4	873.167605768347	-100.245122997881
"Epidermis"	7	5	882.942942810205	-103.407732040835
"Epidermis"	7	6	890.034853997436	-110.21213331507
"Epidermis"	7	7	889.023441685905	-120.638785352125
"Epidermis"	7	8	884.284655737519	-129.47529748579
"Epidermis"	7	9	875.467685072314	-132.158723340418
"Epidermis"	7	10	865.692348030455	-130.721173775439
"Epidermis"	7	11	854.479461423618	-128.516931109138
"Epidermis"	7	12	850.454322641676	-126.121015167506
"Epidermis"	7	13	847.675060149383	-120.370816907589
"Epidermis"	8	1	889.992249005855	-120.737547637407
"Epidermis"	8	2	890.97643629715	-110.234576539932
"Epidermis"	8	3	901.343324373006	-108.276386570048
"Epidermis"	8	4	910.90389893185	-108.276386570048
"Epidermis"	8	5	925.302354592761	-110.234576539932
"Epidermis"	8	6	936.175174189657	-113.560630966841
"Epidermis"	8	7	940.530924418522	-116.671881130316
"Epidermis"	8	8	942.553237024781	-122.894381457266
"Epidermis"	8	9	937.419674255047	-127.872381718827
"Epidermis"	8	10	934.308424091572	-135.494944619341
"Epidermis"	8	11	930.263798879055	-137.828382241947
"Epidermis"	8	12	922.330110962193	-137.517257225599
"Epidermis"	8	13	912.529672947247	-137.517257225599
"Epidermis"	8	14	906.618297636644	-138.917319799163
"Epidermis"	8	15	900.551359817867	-141.717444946291
"Epidermis"	8	16	892.77323440918	-137.050569701078
"Epidermis"	8	17	886.239609065882	-133.783757029429
"Epidermis"	8	18	885.189630481775	-129.467512542196
"Epidermis"	9	1	948.217469760765	-145.74902796067
"Epidermis"	9	2	938.395779856594	-139.322490122138
"Epidermis"	9	3	936.361273211447	-136.389513404032
"Epidermis"	9	4	934.943362428534	-135.511759109848
"Epidermis"	9	5	937.914223116542	-128.017087828735
"Epidermis"	9	6	943.180748881648	-123.020640307994
"Epidermis"	9	7	941.42524029328	-116.471242882156
"Epidermis"	9	8	950.202783235123	-108.909052039953
"Epidermis"	9	9	956.144504611141	-108.368895551224
"Epidermis"	9	10	963.234058525707	-107.288582573766
"Epidermis"	9	11	972.146640589733	-108.031297745768
"Epidermis"	9	12	988.405631850483	-113.64087597387
"Epidermis"	9	13	992.332746354979	-122.476883608987
