"ROI.name"	"ROI.id"	"point"	"x"	"y"
"Guard-cell"	7	1	816.51284240246	-794.170993404528
"Guard-cell"	7	2	821.308166089821	-790.792469897524
"Guard-cell"	7	3	831.116782723059	-790.138562121974
"Guard-cell"	7	4	843.432045829236	-794.497947292303
"Guard-cell"	7	5	851.169954506568	-799.620224867438
"Guard-cell"	7	6	854.003554867282	-812.371426490648
"Guard-cell"	7	7	853.567616350249	-823.051920157952
"Guard-cell"	7	8	851.714877652859	-835.040229376354
"Guard-cell"	7	9	843.650015087752	-845.175799897367
"Guard-cell"	7	10	832.424598274157	-829.482013284186
"Guard-cell"	7	11	824.35973570905	-813.897211300263
"Guard-cell"	7	12	820.76324294353	-807.467118174029
"Guard-cell"	7	13	816.51284240246	-800.056163384471
"Guard-cell"	8	1	1094.44069623611	-603.33231231831
"Guard-cell"	8	2	1087.23365496269	-583.512948816386
"Guard-cell"	8	3	1094.44069623611	-558.545698690585
"Guard-cell"	8	4	1114.77484840043	-532.806265571204
"Guard-cell"	8	5	1128.4167479537	-527.400984616133
"Guard-cell"	8	6	1141.80125317578	-527.14359028494
"Guard-cell"	8	7	1154.9616827612	-532.734211538276
"Guard-cell"	8	8	1149.78047744279	-540.01330684463
"Guard-cell"	8	9	1146.23084479783	-544.488885203212
"Guard-cell"	8	10	1134.50793833517	-547.471913380207
"Guard-cell"	8	11	1114.58662791878	-569.542667222525
"Guard-cell"	8	12	1110.65653910133	-580.939005504448
"Guard-cell"	8	13	1112.71569375088	-585.057314803549
"Guard-cell"	8	14	1104.47907515267	-595.353088051301
"Guard-cell"	9	1	1094.94731364989	-604.90586133622
"Guard-cell"	9	2	1103.81895499716	-611.209395977701
"Guard-cell"	9	3	1113.39098908237	-615.878680897317
"Guard-cell"	9	4	1133.93584272868	-614.711359667413
"Guard-cell"	9	5	1157.74919581872	-593.933041775123
"Guard-cell"	9	6	1162.8854092303	-579.224794278333
"Guard-cell"	9	7	1167.08776565796	-564.049618289582
"Guard-cell"	9	8	1167.08776565796	-550.275227776716
"Guard-cell"	9	9	1162.41848073834	-540.703193691504
"Guard-cell"	9	10	1158.21612431069	-534.633123296003
"Guard-cell"	9	11	1155.56554073136	-533.096721639975
"Guard-cell"	9	12	1150.86174612865	-540.065306236576
"Guard-cell"	9	13	1146.50638075578	-545.291744684027
"Guard-cell"	9	14	1147.58266328521	-551.768574105979
"Guard-cell"	9	15	1144.24159076188	-560.274201566718
"Guard-cell"	9	16	1128.91070464936	-579.089379977541
"Guard-cell"	9	17	1117.41254006497	-583.793174580247
"Guard-cell"	9	18	1113.66580402036	-585.838657707225
"Guard-cell"	9	19	1104.83796532995	-595.830606994167
"Guard-cell"	10	1	1249.25622469746	-504.714937694126
"Guard-cell"	10	2	1259.6666932366	-501.244781514411
"Guard-cell"	10	3	1277.01747413518	-452.277022089542
"Guard-cell"	10	4	1265.0647139606	-427.214783013821
"Guard-cell"	10	5	1259.6666932366	-407.164991753245
"Guard-cell"	10	6	1255.42539123917	-386.729627583811
"Guard-cell"	10	7	1252.34080796831	-379.403742315523
"Guard-cell"	10	8	1229.59200634574	-368.607700867521
"Guard-cell"	10	9	1218.41039198888	-360.510669781519
"Guard-cell"	10	10	1220.33825653316	-395.597804487527
"Guard-cell"	10	11	1228.04971471031	-400.610252302672
"Guard-cell"	10	12	1238.0746103406	-428.371501740393
"Guard-cell"	10	13	1240.7736207026	-468.856657170403
"Guard-cell"	10	14	1239.61690197602	-484.279573524693
"Guard-cell"	11	1	1216.8760152303	-358.976203105544
"Guard-cell"	11	2	1212.65537917894	-359.864758063726
"Guard-cell"	11	3	1200.88202598303	-374.52591487373
"Guard-cell"	11	4	1190.21936648484	-387.409961767369
"Guard-cell"	11	5	1191.33006018257	-398.516898744645
"Guard-cell"	11	6	1191.99647640121	-409.62383572192
"Guard-cell"	11	7	1193.32930883848	-425.173547490106
"Guard-cell"	11	8	1192.66289261984	-442.722507914201
"Guard-cell"	11	9	1191.99647640121	-453.385167412386
"Guard-cell"	11	10	1192.4407538803	-456.939387245114
"Guard-cell"	11	11	1200.65988724348	-465.158520608298
"Guard-cell"	11	12	1206.43549447166	-474.266208929663
"Guard-cell"	11	13	1213.76607287667	-490.926614395577
"Guard-cell"	11	14	1219.54168010485	-503.366383810125
"Guard-cell"	11	15	1225.53942607258	-507.809158601035
"Guard-cell"	11	16	1239.3120279244	-512.0297946524
"Guard-cell"	11	17	1244.1990801944	-511.141239694218
"Guard-cell"	11	18	1248.86399372486	-505.068190277873
"Guard-cell"	11	19	1238.98643424952	-484.071110969645
"Guard-cell"	11	20	1236.73743130032	-479.251818935655
"Guard-cell"	11	21	1227.42013336794	-468.006804189679
"Guard-cell"	11	22	1219.70926611356	-454.084404980375
"Guard-cell"	11	23	1214.30900674442	-431.799057417862
"Guard-cell"	11	24	1212.23865211139	-413.278474401107
"Guard-cell"	11	25	1214.42620103941	-406.042735639198
"Guard-cell"	11	26	1218.63302590098	-395.44153698803
"Guard-cell"	12	1	1312.96925020322	-964.121945769661
"Guard-cell"	12	2	1319.02457991122	-944.22563290986
"Guard-cell"	12	3	1316.07973104193	-919.863701354772
"Guard-cell"	12	4	1303.22948143045	-899.517472803269
"Guard-cell"	12	5	1291.71779948684	-890.950639728953
"Guard-cell"	12	6	1275.92270100607	-884.257801389643
"Guard-cell"	12	7	1262.26931079387	-884.793228456787
"Guard-cell"	12	8	1243.79707697738	-891.218353262525
"Guard-cell"	12	9	1239.78137397379	-895.234056266111
"Guard-cell"	12	10	1238.14055300001	-901.071177983869
"Guard-cell"	12	11	1261.73388372673	-916.651138951903
"Guard-cell"	12	12	1276.19041453964	-918.257420153338
"Guard-cell"	12	13	1287.96981001682	-927.895107361944
"Guard-cell"	12	14	1287.96981001682	-940.209929906275
"Guard-cell"	13	1	1237.88520171842	-901.226890104012
"Guard-cell"	13	2	1236.08274793821	-903.830434453202
"Guard-cell"	13	3	1236.08274793821	-914.845429776695
"Guard-cell"	13	4	1236.48329322271	-927.863151522642
"Guard-cell"	13	5	1238.08547436067	-938.077056277154
"Guard-cell"	13	6	1248.56087919433	-952.255177834508
"Guard-cell"	13	7	1260.93728441083	-965.359606887276
"Guard-cell"	13	8	1280.54754709988	-976.320493485846
"Guard-cell"	13	9	1292.44758491131	-975.2857075892
"Guard-cell"	13	10	1307.48607929692	-969.479244788998
"Guard-cell"	13	11	1312.35145329718	-964.895516063118
"Guard-cell"	13	12	1287.50184903559	-941.361479085969
"Guard-cell"	13	13	1283.55514718228	-940.922956657823
"Guard-cell"	13	14	1274.63852447665	-937.853299660804
"Guard-cell"	13	15	1264.26016034387	-929.813721811467
"Guard-cell"	13	16	1259.7287619197	-921.335621533985
"Guard-cell"	13	17	1260.75198091871	-917.096571395243
"stomatal lineage ground cell "	14	1	966.357904818952	-232.20155231404
"stomatal lineage ground cell "	14	2	955.421499572805	-231.18055485353
"stomatal lineage ground cell "	14	3	944.002864879635	-227.811121665381
"stomatal lineage ground cell "	14	4	937.076807770663	-222.756971883158
"stomatal lineage ground cell "	14	5	931.461085790415	-218.451585031635
"stomatal lineage ground cell "	14	6	938.417130162922	-211.32844026985
"stomatal lineage ground cell "	14	7	949.992078456465	-190.126102798612
"stomatal lineage ground cell "	14	8	949.353642919868	-174.548275705644
"stomatal lineage ground cell "	14	9	955.227249856561	-175.697459671518
"stomatal lineage ground cell "	14	10	965.952966871392	-181.95412793017
"stomatal lineage ground cell "	14	11	975.27412570571	-183.99712164728
"stomatal lineage ground cell "	14	12	982.807665037555	-184.252495861919
"stomatal lineage ground cell "	14	13	984.850658754666	-190.126102798612
"stomatal lineage ground cell "	14	14	984.212223218069	-199.064200310972
"stomatal lineage ground cell "	14	15	982.807665037555	-205.320868569623
"stomatal lineage ground cell "	14	16	980.952604274396	-209.880662169073
"stomatal lineage ground cell "	14	17	977.140472333849	-212.705912625422
"stomatal lineage ground cell "	14	18	967.975243163555	-226.589873645767
"stomatal lineage ground cell "	15	1	985.48899791471	-188.930763688621
"stomatal lineage ground cell "	15	2	988.574322585898	-185.210225114542
"stomatal lineage ground cell "	15	3	995.743165204246	-184.121286995299
"stomatal lineage ground cell "	15	4	1003.72871141203	-187.115866823217
"stomatal lineage ground cell "	15	5	1012.3494715227	-195.736626933888
"stomatal lineage ground cell "	15	6	1015.79777556697	-209.529843110964
"stomatal lineage ground cell "	15	7	1016.88671368621	-218.059858378365
"stomatal lineage ground cell "	15	8	1012.53096120924	-224.956466466903
"stomatal lineage ground cell "	15	9	1004.54541500146	-229.947432846766
"stomatal lineage ground cell "	15	10	997.739551756191	-233.940205950656
"stomatal lineage ground cell "	15	11	993.788263659147	-235.852038861053
"stomatal lineage ground cell "	15	12	992.027668479593	-228.741942943622
"stomatal lineage ground cell "	15	13	987.626180530708	-218.720093460006
"stomatal lineage ground cell "	15	14	981.1255214062	-210.594269554371
"stomatal lineage ground cell "	15	15	983.292407781036	-204.906192820427
"stomatal lineage ground cell "	15	16	984.917572562162	-198.8118248912
"stomatal lineage ground cell "	16	1	768.190294907001	-872.263345351142
"stomatal lineage ground cell "	16	2	757.984401881866	-856.518781893604
"stomatal lineage ground cell "	16	3	753.103942538714	-834.906235354949
"stomatal lineage ground cell "	16	4	750.150157349519	-831.138161672758
"stomatal lineage ground cell "	16	5	761.367760773607	-834.965151906566
"stomatal lineage ground cell "	16	6	774.605684793897	-832.422025373749
"stomatal lineage ground cell "	16	7	781.693343409568	-828.755969950329
"stomatal lineage ground cell "	16	8	793.262688938417	-820.110951334867
"stomatal lineage ground cell "	16	9	798.534044652613	-813.685373686426
"stomatal lineage ground cell "	16	10	800.80797285017	-807.758654260455
"stomatal lineage ground cell "	16	11	802.200533107024	-795.352055107702
"stomatal lineage ground cell "	16	12	815.739889556771	-794.466723967925
"stomatal lineage ground cell "	16	13	815.760651382073	-799.75768205495
"stomatal lineage ground cell "	16	14	831.730592112108	-829.731282827907
"stomatal lineage ground cell "	16	15	842.711021611488	-845.728994967121
"stomatal lineage ground cell "	16	16	843.871780594424	-850.720258593746
"stomatal lineage ground cell "	16	17	840.43611976265	-864.361812450654
"stomatal lineage ground cell "	16	18	835.746467713872	-872.426451574648
"stomatal lineage ground cell "	16	19	833.424949748	-875.908728523456
"stomatal lineage ground cell "	16	20	825.677322838138	-872.91494182881
"stomatal lineage ground cell "	16	21	808.848074790507	-871.080156912159
"stomatal lineage ground cell "	16	22	771.733245612366	-871.132044644015
"stomatal lineage ground cell "	17	1	1263.54566788477	-839.567218736811
"stomatal lineage ground cell "	17	2	1244.06962605112	-853.35026372678
"stomatal lineage ground cell "	17	3	1233.58252660223	-867.133308716749
"stomatal lineage ground cell "	17	4	1237.17810355614	-880.916353706718
"stomatal lineage ground cell "	17	5	1240.77368051004	-889.30603326583
"stomatal lineage ground cell "	17	6	1243.70253172692	-891.041884274635
"stomatal lineage ground cell "	17	7	1262.26931079387	-884.793228456787
"stomatal lineage ground cell "	17	8	1275.92270100607	-884.257801389643
"stomatal lineage ground cell "	17	9	1291.71779948684	-890.950639728953
"stomatal lineage ground cell "	17	10	1303.22948143045	-899.517472803269
"stomatal lineage ground cell "	17	11	1316.07973104193	-919.863701354772
"stomatal lineage ground cell "	17	12	1319.02457991122	-944.22563290986
"stomatal lineage ground cell "	17	13	1316.40442341594	-952.834817856957
"stomatal lineage ground cell "	17	14	1316.85131032198	-953.210196716135
"stomatal lineage ground cell "	17	15	1320.52692804711	-954.435402624511
"stomatal lineage ground cell "	17	16	1328.66422748825	-951.99288525035
"stomatal lineage ground cell "	17	17	1333.65941848592	-947.734158766785
"stomatal lineage ground cell "	17	18	1342.04909804503	-942.340793335928
"stomatal lineage ground cell "	17	19	1342.34872945786	-931.853693887038
"stomatal lineage ground cell "	17	20	1339.95167815525	-923.164382915101
"stomatal lineage ground cell "	17	21	1333.95904989874	-913.576177704688
"stomatal lineage ground cell "	17	22	1331.56199859614	-903.388709668624
"stomatal lineage ground cell "	17	23	1328.86531588071	-893.500873045385
"stomatal lineage ground cell "	17	24	1323.77158186268	-889.605664678655
"stomatal lineage ground cell "	17	25	1318.37821643182	-883.013773596496
"stomatal lineage ground cell "	17	26	1311.48669393684	-874.024831211733
"stomatal lineage ground cell "	17	27	1307.29185415728	-862.638837524368
"stomatal lineage ground cell "	17	28	1299.80106883665	-857.24547209351
"stomatal lineage ground cell "	17	29	1291.11175786471	-852.751000901129
"stomatal lineage ground cell "	17	30	1279.42613276452	-848.256529708748
"stomatal lineage ground cell "	17	31	1274.33239874649	-843.162795690716
"stomatal lineage ground cell "	17	32	1263.54566788477	-839.567218736811
"stomatal lineage ground cell "	17	33	1263.54566788477	-839.567218736811
"Guard-cell"	18	1	722.050363809762	-221.153918091495
"Guard-cell"	18	2	710.838963219678	-222.600550425699
"Guard-cell"	18	3	707.584040467718	-224.951327968781
"Guard-cell"	18	4	720.609685476803	-245.482236391479
"Guard-cell"	18	5	720.609685476803	-245.482236391479
"Guard-cell"	18	6	727.132247236984	-249.245252791583
"Guard-cell"	18	7	732.82428794756	-256.437110579125
"Guard-cell"	18	8	751.838662880281	-282.132211839559
"Guard-cell"	18	9	766.741821611332	-315.535843478122
"Guard-cell"	18	10	773.936449964254	-329.925100183965
"Guard-cell"	18	11	771.431467010795	-340.139965160617
"Guard-cell"	18	12	782.250209006021	-363.786336611115
"Guard-cell"	18	13	791.080865013218	-358.093931046659
"Guard-cell"	18	14	797.761019796275	-349.720215896067
"Guard-cell"	18	15	799.360493476725	-343.416407861352
"Guard-cell"	18	16	799.083557218225	-336.32314275324
"Guard-cell"	18	17	798.577808131378	-328.736906450536
"Guard-cell"	18	18	797.229143899786	-316.767511395157
"Guard-cell"	18	19	794.924467645308	-303.79279018292
"Guard-cell"	18	20	793.658664352879	-293.304705759938
"Guard-cell"	18	21	788.595451183164	-276.668433916588
"Guard-cell"	18	22	780.277315261488	-264.372059075851
"Guard-cell"	18	23	771.235863172711	-249.905735733807
"Guard-cell"	18	24	760.024462582627	-238.513506101947
"Guard-cell"	18	25	741.037413196195	-223.685524676353
"Guard-cell"	18	26	722.050363809762	-221.153918091495
"Guard-cell"	18	27	722.050363809762	-221.153918091495
"Guard-cell"	19	1	706.386428548435	-225.927584248179
"Guard-cell"	19	2	697.957326016851	-232.42213865776
"Guard-cell"	19	3	689.666405493982	-246.654885555351
"Guard-cell"	19	4	691.739135624699	-254.116714025933
"Guard-cell"	19	5	692.568227676986	-276.916745463823
"Guard-cell"	19	6	694.83366379698	-293.108355684181
"Guard-cell"	19	7	700.500635228038	-307.590616007997
"Guard-cell"	19	8	706.482438405266	-321.443212839473
"Guard-cell"	19	9	713.723568567174	-331.51782871691
"Guard-cell"	19	10	719.390539998232	-338.758958878817
"Guard-cell"	19	11	725.05751142929	-346.314920786895
"Guard-cell"	19	12	732.613473337368	-351.981892217953
"Guard-cell"	19	13	742.058425722465	-358.593358887521
"Guard-cell"	19	14	748.040228899693	-360.797181110711
"Guard-cell"	19	15	764.59837344519	-364.315126856568
"Guard-cell"	19	16	766.09163138789	-364.891790468687
"Guard-cell"	19	17	777.617996610277	-363.574491586128
"Guard-cell"	19	18	781.569893257952	-363.821485126608
"Guard-cell"	19	19	769.828297659071	-341.667793724088
"Guard-cell"	19	20	758.037513943632	-335.379375742521
"Guard-cell"	19	21	747.449598497836	-318.782102881543
"Guard-cell"	19	22	736.289363298213	-297.320112113037
"Guard-cell"	19	23	725.98760772933	-281.008999128972
"Guard-cell"	19	24	722.839849083283	-266.128685529475
"Guard-cell"	19	25	720.550570067975	-255.254610206765
"Guard-cell"	19	26	719.940850544963	-247.937975930614
"Guard-cell"	19	27	706.386428548435	-225.927584248179
"Guard-cell"	19	28	706.386428548435	-225.927584248179
"Pavement-cell"	20	1	830.636903200489	-94.7226947483557
"Pavement-cell"	20	2	827.752439474729	-96.0061558730079
"Pavement-cell"	20	3	824.910854398483	-96.3799792438514
"Pavement-cell"	20	4	822.97786141904	-96.8164615295321
"Pavement-cell"	20	5	819.924366164138	-97.1317321876687
"Pavement-cell"	20	6	813.348173182049	-101.306711962177
"Pavement-cell"	20	7	807.055604217087	-108.349383490511
"Pavement-cell"	20	8	795.371465494551	-117.422803654471
"Pavement-cell"	20	9	785.586231856678	-120.981070431879
"Pavement-cell"	20	10	777.085927888425	-119.498459274626
"Pavement-cell"	20	11	761.864453340623	-112.974970182711
"Pavement-cell"	20	12	746.247615817554	-108.2306144795
"Pavement-cell"	20	13	735.671656229146	-110.009747868204
"Pavement-cell"	20	14	729.481797811058	-117.999107971243
"Pavement-cell"	20	15	727.517646134106	-122.148050751647
"Pavement-cell"	20	16	727.655355323229	-128.344964262159
"Pavement-cell"	20	17	728.894738025331	-136.469806420386
"Pavement-cell"	20	18	733.852268833741	-143.217556687388
"Pavement-cell"	20	19	738.80979964215	-149.552179387022
"Pavement-cell"	20	20	748.499677153481	-160.242184404689
"Pavement-cell"	20	21	756.210728422771	-168.583257032052
"Pavement-cell"	20	22	760.834932581256	-173.742309112354
"Pavement-cell"	20	23	764.148096370584	-180.76621634573
"Pavement-cell"	20	24	763.691700419458	-189.937770692559
"Pavement-cell"	20	25	759.464492395746	-198.248891552739
"Pavement-cell"	20	26	749.935362443988	-205.413650914963
"Pavement-cell"	20	27	746.209687575631	-211.503696372853
"Pavement-cell"	20	28	741.624241583808	-221.104473918233
"Pavement-cell"	20	29	742.125774739164	-222.465778197056
"Pavement-cell"	20	30	743.197909755871	-224.133440010054
"Pavement-cell"	20	31	746.402414053322	-226.097491031073
"Pavement-cell"	20	32	748.311664153853	-227.965643823955
"Pavement-cell"	20	33	760.849546931787	-237.931853999088
"Pavement-cell"	20	34	772.151679083401	-248.901467536049
"Pavement-cell"	20	35	789.467873134608	-276.0050756162
"Pavement-cell"	20	36	794.738019150193	-292.869542866072
"Pavement-cell"	20	37	797.951532095884	-316.440634508989
"Pavement-cell"	20	38	799.227502396324	-328.192992539353
"Pavement-cell"	20	39	799.966222043947	-343.773261471035
"Pavement-cell"	20	40	805.229205730058	-344.184942796058
"Pavement-cell"	20	41	815.103461196409	-344.359810681856
"Pavement-cell"	20	42	828.463628084807	-346.174488910953
"Pavement-cell"	20	43	843.799037456735	-355.688388639273
"Pavement-cell"	20	44	863.368878989182	-373.468545898071
"Pavement-cell"	20	45	874.668769883839	-375.328021614913
"Pavement-cell"	20	46	884.967404623272	-373.897655678881
"Pavement-cell"	20	47	895.695149143516	-371.179960400419
"Pavement-cell"	20	48	899.700173764406	-365.172423469083
"Pavement-cell"	20	49	901.988759262058	-349.438398172726
"Pavement-cell"	20	50	905.336089881531	-341.729512577626
"Pavement-cell"	20	51	912.220103822919	-329.020563762756
"Pavement-cell"	20	52	918.221551874386	-319.488852151603
"Pavement-cell"	20	53	925.635105349727	-306.779903336733
"Pavement-cell"	20	54	924.890637993693	-303.341354937056
"Pavement-cell"	20	55	920.778607113421	-297.01515358279
"Pavement-cell"	20	56	916.717651762971	-294.95038431824
"Pavement-cell"	20	57	905.601431248465	-285.316326539001
"Pavement-cell"	20	58	891.520885263423	-275.682268759762
"Pavement-cell"	20	59	880.404664748917	-271.976861921593
"Pavement-cell"	20	60	871.199198016111	-262.892756870455
"Pavement-cell"	20	61	865.980483239526	-253.107666664359
"Pavement-cell"	20	62	864.023465198307	-240.387049396433
"Pavement-cell"	20	63	867.285161933672	-227.992601802045
"Pavement-cell"	20	64	871.851537363184	-215.924323881193
"Pavement-cell"	20	65	872.48465382611	-212.897374169124
"Pavement-cell"	20	66	864.082804817541	-198.256562323619
"Pavement-cell"	20	67	861.231770182356	-182.685527008379
"Pavement-cell"	20	68	862.32832196512	-166.675870980033
"Pavement-cell"	20	69	872.19728800999	-147.815180316503
"Pavement-cell"	20	70	883.382116194177	-138.384834984738
"Pavement-cell"	20	71	898.514530796311	-132.024834644711
"Pavement-cell"	20	72	908.292785020801	-131.06303914722
"Pavement-cell"	20	73	908.292785020801	-126.471147281377
"Pavement-cell"	20	74	905.914017360337	-122.90299579068
"Pavement-cell"	20	75	900.945240568705	-113.245748504921
"Pavement-cell"	20	76	890.903745627382	-109.340722694406
"Pavement-cell"	20	77	871.508886626219	-111.823314624161
"Pavement-cell"	20	78	861.564867037158	-108.446100424102
"Pavement-cell"	20	79	853.49707755924	-102.629787079557
"Pavement-cell"	20	80	833.793310058447	-95.207961938556
"Pavement-cell"	20	81	831.759286220811	-94.286212462675
"Pavement-cell"	20	82	831.759286220811	-94.6603401361157
"Pavement-cell"	21	1	925.236833800894	-302.976784204178
"Pavement-cell"	21	2	921.018241598677	-296.614666796186
"Pavement-cell"	21	3	916.979928182046	-294.595309225579
"Pavement-cell"	21	4	905.629116918411	-284.325420427873
"Pavement-cell"	21	5	892.412175606005	-274.976852182512
"Pavement-cell"	21	6	880.592146790031	-271.108479115467
"Pavement-cell"	21	7	871.995762196596	-262.189730099777
