"ROI.name"	"Level1"	"Level2"	"ROI.id"	"point"	"x"	"y"
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	222	4	191.050288283478	-83.6371749978212
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	222	5	191.21795685283	-91.6409104483541
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	222	6	191.614181380084	-115.097402461797
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	222	7	189.553813838362	-123.338872628682
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	223	1	180.53061645732	-80.1392006248049
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	223	2	182.383435922163	-83.3163768621443
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	223	3	190.967977157377	-83.0822452842933
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	223	4	190.878864900706	-80.3985449437996
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	223	5	187.755567118855	-72.9246695818332
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	223	6	181.880862265324	-73.2379871740216
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	224	1	181.840272047273	-72.7793345174469
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	224	2	181.462942439467	-68.6652090999652
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	224	3	182.799622272581	-57.8844150303308
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	224	4	189.451532950099	-57.6925329915562
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	224	5	192.777488288859	-65.2398931833563
"Stele.Vascular Tissue"	"Stele"	"Vascular Tissue"	224	6	187.619189570864	-72.4682211221099
