"ROI.name"	"Cell"	"Type"	"ROI.id"	"point"	"x"	"y"
"epidermis.adaxial"	"epidermis"	"adaxial"	4	2	653.032822547956	-156.079998173807
"epidermis.adaxial"	"epidermis"	"adaxial"	4	3	690.580369278447	-146.509054889564
"epidermis.adaxial"	"epidermis"	"adaxial"	4	4	728.127916008939	-150.190186921965
"epidermis.adaxial"	"epidermis"	"adaxial"	4	5	743.972249504014	-221.702709698133
"epidermis.adaxial"	"epidermis"	"adaxial"	4	6	711.588695274737	-197.448160194514
"epidermis.adaxial"	"epidermis"	"adaxial"	4	7	676.960180758563	-198.044903343179
"epidermis.adaxial"	"epidermis"	"adaxial"	4	8	658.554520596558	-198.78112974966
"epidermis.adaxial"	"epidermis"	"adaxial"	4	9	645.185929912588	-201.15754085971
"epidermis.adaxial"	"epidermis"	"adaxial"	4	10	632.544818388579	-178.305774100961
"epidermis.adaxial"	"epidermis"	"adaxial"	5	1	729.936239724368	-150.202523013457
"epidermis.adaxial"	"epidermis"	"adaxial"	5	2	757.949143661158	-149.935733452154
"epidermis.adaxial"	"epidermis"	"adaxial"	5	3	803.036579521326	-149.935733452154
"epidermis.adaxial"	"epidermis"	"adaxial"	5	4	844.122171961952	-154.204366432999
"epidermis.adaxial"	"epidermis"	"adaxial"	5	5	863.331020375751	-175.013952214615
"epidermis.adaxial"	"epidermis"	"adaxial"	5	6	864.931757743567	-195.289958873625
"epidermis.adaxial"	"epidermis"	"adaxial"	5	7	839.586749419805	-203.827224835313
"epidermis.adaxial"	"epidermis"	"adaxial"	5	8	808.12203112947	-211.62935782811
"epidermis.adaxial"	"epidermis"	"adaxial"	5	9	783.453894877927	-217.316688639133
"epidermis.adaxial"	"epidermis"	"adaxial"	5	10	764.37188947035	-221.461825008289
"epidermis.adaxial"	"epidermis"	"adaxial"	5	11	744.860287243207	-221.936861204946
"epidermis.adaxial"	"epidermis"	"adaxial"	6	1	864.931757743567	-173.946793969403
"epidermis.adaxial"	"epidermis"	"adaxial"	6	2	880.67234186043	-167.277054936834
"epidermis.adaxial"	"epidermis"	"adaxial"	6	3	955.640208586508	-181.950480808486
"epidermis.adaxial"	"epidermis"	"adaxial"	6	4	968.979686651646	-201.426118783588
"epidermis.adaxial"	"epidermis"	"adaxial"	6	5	971.380792703371	-232.907287017315
"epidermis.adaxial"	"epidermis"	"adaxial"	6	6	960.175631128655	-242.511711224214
"epidermis.adaxial"	"epidermis"	"adaxial"	6	7	918.823249126726	-237.442709559462
"epidermis.adaxial"	"epidermis"	"adaxial"	6	8	884.674185279972	-224.903600178232
"epidermis.adaxial"	"epidermis"	"adaxial"	6	9	863.064230814448	-211.564122113093
"epidermis.adaxial"	"epidermis"	"adaxial"	6	10	842.254645032832	-204.894383080524
"epidermis.adaxial"	"epidermis"	"adaxial"	6	11	867.231719410265	-196.354351564588
"epidermis.adaxial"	"epidermis"	"adaxial"	7	1	970.703048017876	-201.15059012059
"epidermis.adaxial"	"epidermis"	"adaxial"	7	2	986.720734228753	-186.949447287051
"epidermis.adaxial"	"epidermis"	"adaxial"	7	3	998.744453867547	-175.31358957209
"epidermis.adaxial"	"epidermis"	"adaxial"	7	4	1034.4277508601	-186.173723439387
"epidermis.adaxial"	"epidermis"	"adaxial"	7	5	1057.69946629002	-197.421719230517
"epidermis.adaxial"	"epidermis"	"adaxial"	7	6	1089.11628212042	-206.730405402486
"epidermis.adaxial"	"epidermis"	"adaxial"	7	7	1110.06082600735	-205.178957707158
"epidermis.adaxial"	"epidermis"	"adaxial"	7	8	1125.96316488446	-207.893991173982
"epidermis.adaxial"	"epidermis"	"adaxial"	7	9	1150.95553364817	-238.302128396755
"epidermis.adaxial"	"epidermis"	"adaxial"	7	10	1144.5805372284	-264.133970129631
"epidermis.adaxial"	"epidermis"	"adaxial"	7	11	1125.1874410368	-269.56403706328
"epidermis.adaxial"	"epidermis"	"adaxial"	7	12	1094.9342109779	-281.199894778241
"epidermis.adaxial"	"epidermis"	"adaxial"	7	13	1061.19022360451	-285.466375940394
"epidermis.adaxial"	"epidermis"	"adaxial"	7	14	1032.48844124094	-283.914928245066
"epidermis.adaxial"	"epidermis"	"adaxial"	7	15	992.926525010066	-258.31604127215
"epidermis.adaxial"	"epidermis"	"adaxial"	7	16	977.218114198033	-238.113575584316
"epidermis.adaxial"	"epidermis"	"adaxial"	7	17	973.408296988684	-233.827531223798
"epidermis.adaxial"	"epidermis"	"adaxial"	8	1	1129.03364643139	-206.822709338224
"epidermis.adaxial"	"epidermis"	"adaxial"	8	2	1152.99111569491	-237.148619798374
"epidermis.adaxial"	"epidermis"	"adaxial"	8	3	1180.28443510904	-235.025806066164
"epidermis.adaxial"	"epidermis"	"adaxial"	8	4	1232.1417419959	-243.517060995006
"epidermis.adaxial"	"epidermis"	"adaxial"	8	5	1249.42751095819	-224.714996509713
"epidermis.adaxial"	"epidermis"	"adaxial"	8	6	1252.4601020042	-214.404186953262
"epidermis.adaxial"	"epidermis"	"adaxial"	8	7	1224.86352348546	-199.84774993239
"epidermis.adaxial"	"epidermis"	"adaxial"	8	8	1201.20931332655	-189.84019948054
"epidermis.adaxial"	"epidermis"	"adaxial"	8	9	1180.58769421365	-189.84019948054
"epidermis.adaxial"	"epidermis"	"adaxial"	8	10	1158.75303868234	-192.872790526555
"epidermis.adaxial"	"epidermis"	"adaxial"	9	1	1253.7837430324	-214.539561597771
"epidermis.adaxial"	"epidermis"	"adaxial"	9	2	1284.08594099818	-225.448352865454
"epidermis.adaxial"	"epidermis"	"adaxial"	9	3	1299.60066635667	-225.205935281728
"epidermis.adaxial"	"epidermis"	"adaxial"	9	4	1341.72563495463	-218.113034253708
"epidermis.adaxial"	"epidermis"	"adaxial"	9	5	1366.51120702891	-241.246234856374
"epidermis.adaxial"	"epidermis"	"adaxial"	9	6	1367.17482207677	-270.491460039125
"epidermis.adaxial"	"epidermis"	"adaxial"	9	7	1350.59161198741	-272.866941931765
"epidermis.adaxial"	"epidermis"	"adaxial"	9	8	1313.08452944656	-269.336549873897
"epidermis.adaxial"	"epidermis"	"adaxial"	9	9	1278.93551903311	-264.930225949579
"epidermis.adaxial"	"epidermis"	"adaxial"	9	10	1262.96259480745	-259.422321044183
"epidermis.adaxial"	"epidermis"	"adaxial"	9	11	1242.58334665749	-252.812835157707
"epidermis.adaxial"	"epidermis"	"adaxial"	9	12	1234.79046238852	-243.832517351805
"epidermis.adaxial"	"epidermis"	"adaxial"	9	13	1251.35977630895	-225.75690216588
"Parenchima.palisade"	"Parenchima"	"palisade"	10	1	305.615257121714	-237.875616700427
"Parenchima.palisade"	"Parenchima"	"palisade"	10	2	354.837962493058	-230.548713296552
"Parenchima.palisade"	"Parenchima"	"palisade"	10	3	372.707497126169	-255.563350742609
"Parenchima.palisade"	"Parenchima"	"palisade"	10	4	391.356004734314	-280.252924195646
"Parenchima.palisade"	"Parenchima"	"palisade"	10	5	390.305384587376	-338.299687313957
"Parenchima.palisade"	"Parenchima"	"palisade"	10	6	387.153524146563	-354.321644554758
"Parenchima.palisade"	"Parenchima"	"palisade"	10	7	356.446992972476	-400.002061296157
"Parenchima.palisade"	"Parenchima"	"palisade"	10	8	325.702238861643	-408.008507679187
"Parenchima.palisade"	"Parenchima"	"palisade"	10	9	311.931151082832	-401.603350572763
"Parenchima.palisade"	"Parenchima"	"palisade"	10	10	297.519547593379	-357.40776653844
"Parenchima.palisade"	"Parenchima"	"palisade"	10	11	285.990264801816	-293.356195474203
"Parenchima.palisade"	"Parenchima"	"palisade"	10	12	285.670006946495	-236.990812937675
"Parenchima.palisade"	"Parenchima"	"palisade"	11	1	393.434450027422	-279.62159461103
"Parenchima.palisade"	"Parenchima"	"palisade"	11	2	410.808927816792	-256.42698053951
"Parenchima.palisade"	"Parenchima"	"palisade"	11	3	445.939185169362	-240.654211932233
"Parenchima.palisade"	"Parenchima"	"palisade"	11	4	457.171308268483	-232.050883600992
"Parenchima.palisade"	"Parenchima"	"palisade"	11	5	494.862634425037	-238.214372226648
"Parenchima.palisade"	"Parenchima"	"palisade"	11	6	508.791278255934	-279.608170765356
"Parenchima.palisade"	"Parenchima"	"palisade"	11	7	520.262382697589	-322.624812421564
"Parenchima.palisade"	"Parenchima"	"palisade"	11	8	517.63358792971	-360.14488319948
"Parenchima.palisade"	"Parenchima"	"palisade"	11	9	513.570905106623	-380.458297314911
"Parenchima.palisade"	"Parenchima"	"palisade"	11	10	510.70312899621	-395.036159209515
"Parenchima.palisade"	"Parenchima"	"palisade"	11	11	485.707944095394	-433.639416536886
"Parenchima.palisade"	"Parenchima"	"palisade"	11	12	460.667354506188	-437.216643621058
"Parenchima.palisade"	"Parenchima"	"palisade"	11	13	436.819173945039	-426.484962368542
"Parenchima.palisade"	"Parenchima"	"palisade"	11	14	419.727977876216	-416.945690144082
"Parenchima.palisade"	"Parenchima"	"palisade"	11	15	403.82919083545	-397.072206343125
"Parenchima.palisade"	"Parenchima"	"palisade"	11	16	393.892448934972	-372.031616753919
"Parenchima.palisade"	"Parenchima"	"palisade"	11	17	388.901379262852	-354.964727739102
"Parenchima.palisade"	"Parenchima"	"palisade"	11	18	392.273965749684	-338.734155271221
"Parenchima.palisade"	"Parenchima"	"palisade"	12	1	584.72089260057	-209.533381246291
"Parenchima.palisade"	"Parenchima"	"palisade"	12	2	533.713970446547	-214.062009747093
"Parenchima.palisade"	"Parenchima"	"palisade"	12	3	486.626977228556	-212.976275153947
"Parenchima.palisade"	"Parenchima"	"palisade"	12	4	487.739274867985	-217.532937226195
"Parenchima.palisade"	"Parenchima"	"palisade"	12	5	497.382231921711	-238.355040146953
"Parenchima.palisade"	"Parenchima"	"palisade"	12	6	510.563440072015	-276.546703144235
"Parenchima.palisade"	"Parenchima"	"palisade"	12	7	522.633847087676	-322.822959485621
"Parenchima.palisade"	"Parenchima"	"palisade"	12	8	522.253735414818	-370.386590447365
"Parenchima.palisade"	"Parenchima"	"palisade"	12	9	531.479630703885	-379.738344836254
"Parenchima.palisade"	"Parenchima"	"palisade"	12	10	540.33762454895	-387.440948179789
"Parenchima.palisade"	"Parenchima"	"palisade"	12	11	583.119207038592	-397.661152856365
"Parenchima.palisade"	"Parenchima"	"palisade"	12	12	599.918758490198	-401.220102719792
"Parenchima.palisade"	"Parenchima"	"palisade"	12	13	621.60008982324	-389.751729182849
"Parenchima.palisade"	"Parenchima"	"palisade"	12	14	623.9108708263	-375.116782830133
"Parenchima.palisade"	"Parenchima"	"palisade"	12	15	629.347548852531	-336.963798326703
"Parenchima.palisade"	"Parenchima"	"palisade"	12	16	624.369362579343	-321.486029326418
"Parenchima.palisade"	"Parenchima"	"palisade"	12	17	618.081127286894	-279.040441102392
"Parenchima.palisade"	"Parenchima"	"palisade"	12	18	620.439215521563	-251.529411697931
"Parenchima.palisade"	"Parenchima"	"palisade"	12	19	607.237884711222	-207.942817618456
"Parenchima.palisade"	"Parenchima"	"palisade"	12	20	636.159803752683	-207.511764650793
"Parenchima.palisade"	"Parenchima"	"palisade"	13	1	622.00505674596	-205.24029297838
"Parenchima.palisade"	"Parenchima"	"palisade"	13	2	646.219860473247	-203.443739482553
"Parenchima.palisade"	"Parenchima"	"palisade"	13	3	710.725617144225	-198.954835686085
"Parenchima.palisade"	"Parenchima"	"palisade"	13	4	744.167765135442	-223.38824144221
"Parenchima.palisade"	"Parenchima"	"palisade"	13	5	735.941465537217	-274.996719521069
"Parenchima.palisade"	"Parenchima"	"palisade"	13	6	729.660953182739	-299.445856901001
"Parenchima.palisade"	"Parenchima"	"palisade"	13	7	729.21234515742	-322.100562179654
"Parenchima.palisade"	"Parenchima"	"palisade"	13	8	728.09082509412	-329.053986572112
"Parenchima.palisade"	"Parenchima"	"palisade"	13	9	699.155607460989	-330.175506635411
"Parenchima.palisade"	"Parenchima"	"palisade"	13	10	656.986453080923	-330.175506635411
"Parenchima.palisade"	"Parenchima"	"palisade"	13	11	644.329860593688	-334.439398200286
"Parenchima.palisade"	"Parenchima"	"palisade"	13	12	627.113723794055	-322.164930296844
"Parenchima.palisade"	"Parenchima"	"palisade"	13	13	618.98388141645	-280.399857690326
"Parenchima.palisade"	"Parenchima"	"palisade"	13	14	622.650280920075	-251.068661661321
"Parenchima.palisade"	"Parenchima"	"palisade"	14	1	334.898240642109	-544.699721658814
"Parenchima.palisade"	"Parenchima"	"palisade"	14	2	315.833750384051	-527.120776096188
"Parenchima.palisade"	"Parenchima"	"palisade"	14	3	300.483121864575	-500.628562360964
"Parenchima.palisade"	"Parenchima"	"palisade"	14	4	295.778896995704	-439.226048283062
"Parenchima.palisade"	"Parenchima"	"palisade"	14	5	303.206620472869	-404.563338722955
"Parenchima.palisade"	"Parenchima"	"palisade"	14	6	309.148799254602	-403.820566375239
"Parenchima.palisade"	"Parenchima"	"palisade"	14	7	324.251836991505	-410.010335939544
"Parenchima.palisade"	"Parenchima"	"palisade"	14	8	357.429001856179	-401.839840114661
"Parenchima.palisade"	"Parenchima"	"palisade"	14	9	371.327259413584	-381.782292566404
"Parenchima.palisade"	"Parenchima"	"palisade"	14	10	400.684672354441	-396.407563611554
"Parenchima.palisade"	"Parenchima"	"palisade"	14	11	418.583925151509	-419.418785677287
"Parenchima.palisade"	"Parenchima"	"palisade"	14	12	420.317060629514	-504.094833316975
"Parenchima.palisade"	"Parenchima"	"palisade"	14	13	417.098380456076	-535.786453486215
"Parenchima.palisade"	"Parenchima"	"palisade"	14	14	399.767025676023	-550.394309657974
"Parenchima.palisade"	"Parenchima"	"palisade"	14	15	359.162137334184	-553.612989831413
"Parenchima.palisade"	"Parenchima"	"palisade"	15	1	419.088378865057	-536.354312374944
"Parenchima.palisade"	"Parenchima"	"palisade"	15	2	422.336175405119	-502.990584281582
"Parenchima.palisade"	"Parenchima"	"palisade"	15	3	421.495647759553	-474.523552916686
"Parenchima.palisade"	"Parenchima"	"palisade"	15	4	420.439484268045	-419.237830588935
