"ROI.name"	"Zone"	"Layer"	"ROI.id"	"point"	"x"	"y"
"PZ.L1"	"PZ"	"L1"	55	1	446.441125204369	-376.420093817621
"PZ.L1"	"PZ"	"L1"	55	2	489.752773109224	-330.594130028135
"PZ.L1"	"PZ"	"L1"	55	3	512.563613819342	-366.423433307023
"PZ.L1"	"PZ"	"L1"	55	4	501.978186268307	-400.021077974135
"PZ.L1"	"PZ"	"L1"	55	5	475.599673738684	-408.96957238333
"PZ.L1"	"PZ"	"L1"	56	1	413.826105513004	-490.532107533364
"PZ.L1"	"PZ"	"L1"	56	2	383.489428642602	-435.398416902022
"PZ.L1"	"PZ"	"L1"	56	3	406.100571955887	-407.149755370331
"PZ.L1"	"PZ"	"L1"	56	4	442.91968748833	-376.699666359844
"PZ.L1"	"PZ"	"L1"	56	5	472.468224261382	-411.22378939792
"PZ.L1"	"PZ"	"L1"	56	6	474.587427938617	-438.709828563781
"PZ.L1"	"PZ"	"L1"	56	7	444.116037013742	-479.272628127693
"PZ.L1"	"PZ"	"L1"	57	1	306.999105083303	-513.222565068465
"PZ.L1"	"PZ"	"L1"	57	2	335.195350638326	-470.35626709968
"PZ.L1"	"PZ"	"L1"	57	3	380.275872089789	-436.752162909924
"PZ.L1"	"PZ"	"L1"	57	4	411.067578034161	-492.346553222242
"PZ.L1"	"PZ"	"L1"	57	5	402.200871955557	-519.306680726579
"PZ.L1"	"PZ"	"L1"	57	6	350.730096343995	-549.666040024997
"PZ.L1"	"PZ"	"L1"	57	7	326.929654625931	-548.145011110469
"PZ.L1"	"PZ"	"L1"	58	1	1130.8614994342	-292.199700714283
"PZ.L1"	"PZ"	"L1"	58	2	1113.8914256452	-267.738609519917
"PZ.L1"	"PZ"	"L1"	58	3	1138.03001529559	-224.96364246516
"PZ.L1"	"PZ"	"L1"	58	4	1170.58531615668	-224.924091063466
"PZ.L1"	"PZ"	"L1"	58	5	1203.24288465938	-247.311989264156
"PZ.L1"	"PZ"	"L1"	58	6	1210.00895175549	-284.008469318478
"PZ.L1"	"PZ"	"L1"	58	7	1196.52080957798	-320.338377577301
"PZ.L1"	"PZ"	"L1"	58	8	1156.0631613202	-311.406497253059
"PZ.L1"	"PZ"	"L1"	59	1	1198.39322563595	-320.642185595786
"PZ.L1"	"PZ"	"L1"	59	2	1212.22485882386	-284.193406809175
"PZ.L1"	"PZ"	"L1"	59	3	1204.89253003185	-247.613571188985
"PZ.L1"	"PZ"	"L1"	59	4	1235.79056539315	-262.670639609767
"PZ.L1"	"PZ"	"L1"	59	5	1255.78133841737	-289.502360044982
"PZ.L1"	"PZ"	"L1"	59	6	1248.78673170322	-320.450321819074
"PZ.L1"	"PZ"	"L1"	59	7	1228.77175513658	-338.215652899093
"PZ.L1"	"PZ"	"L1"	60	1	1231.03308168997	-339.23750241602
"PZ.L1"	"PZ"	"L1"	60	2	1251.29688978415	-321.977635393066
"PZ.L1"	"PZ"	"L1"	60	3	1259.31022561442	-289.272250922247
"PZ.L1"	"PZ"	"L1"	60	4	1300.56325324375	-300.362056706101
"PZ.L1"	"PZ"	"L1"	60	5	1333.62276233285	-332.565898057084
"PZ.L1"	"PZ"	"L1"	60	6	1317.03057933608	-367.23385114097
"PZ.L1"	"PZ"	"L1"	60	7	1267.33676183941	-376.500664938848
"PZ.L1"	"PZ"	"L1"	61	1	1319.55897890898	-368.53154542604
"PZ.L1"	"PZ"	"L1"	61	2	1335.49237049181	-332.303038087893
"PZ.L1"	"PZ"	"L1"	61	3	1370.76341841321	-344.303238582414
"PZ.L1"	"PZ"	"L1"	61	4	1393.54389681236	-365.062431464777
"PZ.L1"	"PZ"	"L1"	61	5	1375.20620409261	-419.603273257237
"PZ.L1"	"PZ"	"L1"	61	6	1337.6929780481	-399.734664048426
"PZ.L1"	"PZ"	"L1"	62	1	1392.33603665218	-448.856255961591
"PZ.L1"	"PZ"	"L1"	62	2	1378.28166951612	-420.641968303734
"PZ.L1"	"PZ"	"L1"	62	3	1395.49956926273	-365.48680273083
"PZ.L1"	"PZ"	"L1"	62	4	1419.58532480875	-376.886855294513
"PZ.L1"	"PZ"	"L1"	62	5	1444.88606507229	-405.832603389674
"PZ.L1"	"PZ"	"L1"	62	6	1419.76968645315	-453.989771067661
"PZ.L1"	"PZ"	"L1"	63	1	1440.42864982724	-501.026082616236
"PZ.L1"	"PZ"	"L1"	63	2	1421.02787236398	-454.878245679909
"PZ.L1"	"PZ"	"L1"	63	3	1446.84012095848	-405.960360052556
"PZ.L1"	"PZ"	"L1"	63	4	1494.90904312202	-434.540104405024
"PZ.L1"	"PZ"	"L1"	63	5	1527.57216667501	-488.256500687225
"PZ.L1"	"PZ"	"L1"	63	6	1480.24099153358	-529.837189132852
"PZ.L1"	"PZ"	"L1"	64	1	1484.58501841025	-573.574769627962
"PZ.L1"	"PZ"	"L1"	64	2	1480.3490226221	-531.708105485099
"PZ.L1"	"PZ"	"L1"	64	3	1529.01881076663	-489.823269205004
"PZ.L1"	"PZ"	"L1"	64	4	1561.67691119538	-520.800697423305
"PZ.L1"	"PZ"	"L1"	64	5	1563.41539575386	-575.100289117197
"PZ.L1"	"PZ"	"L1"	64	6	1521.4459541034	-595.933506155418
"OP.L1"	"OP"	"L1"	65	1	274.312052166089	-546.190479083517
"OP.L1"	"OP"	"L1"	65	2	305.684594545546	-514.052419683904
"OP.L1"	"OP"	"L1"	65	3	325.326195282083	-548.878350958943
"OP.L1"	"OP"	"L1"	65	4	325.506992607928	-566.785740796627
"OP.L1"	"OP"	"L1"	65	5	304.797472734651	-586.935009531838
"OP.L1"	"OP"	"L1"	66	1	214.912354874257	-612.492649059644
"OP.L1"	"OP"	"L1"	66	2	239.098356135165	-576.695922144721
"OP.L1"	"OP"	"L1"	66	3	272.459200392196	-547.71518049696
"OP.L1"	"OP"	"L1"	66	4	303.028518428988	-588.268663388594
"OP.L1"	"OP"	"L1"	66	5	268.56037168792	-631.566198213521
"OP.L1"	"OP"	"L1"	66	6	247.268747243964	-646.488866918282
"OP.L1"	"OP"	"L1"	67	1	154.92141748571	-734.844880175595
"OP.L1"	"OP"	"L1"	67	2	172.826754944832	-669.688408605603
"OP.L1"	"OP"	"L1"	67	3	212.914482188134	-614.149474109274
"OP.L1"	"OP"	"L1"	67	4	244.794532021994	-647.527497669312
"OP.L1"	"OP"	"L1"	67	5	242.098874404738	-729.550769424182
"OP.L1"	"OP"	"L1"	67	6	220.352697394346	-760.589961384443
"OP.L1"	"OP"	"L1"	68	1	152.022703495231	-804.751947829444
"OP.L1"	"OP"	"L1"	68	2	142.531228386743	-777.085171424943
"OP.L1"	"OP"	"L1"	68	3	145.12633825341	-748.112840581557
"OP.L1"	"OP"	"L1"	68	4	153.131716028306	-737.11921314728
"OP.L1"	"OP"	"L1"	68	5	219.302769492157	-762.675069122877
"OP.L1"	"OP"	"L1"	68	6	214.260128804038	-785.466649505222
"OP.L1"	"OP"	"L1"	69	1	167.731269405152	-876.242015248284
"OP.L1"	"OP"	"L1"	69	2	150.869187053589	-836.740361847234
"OP.L1"	"OP"	"L1"	69	3	152.546634058623	-805.971481353077
"OP.L1"	"OP"	"L1"	69	4	215.536188631001	-787.133153981924
"OP.L1"	"OP"	"L1"	69	5	252.353428863692	-816.981145754837
"OP.L1"	"OP"	"L1"	69	6	241.840667224198	-836.544653116984
"OP.L1"	"OP"	"L1"	69	7	233.731514902341	-867.527504527955
"OP.L1"	"OP"	"L1"	69	8	216.465289602766	-876.885137474494
"OP.L1"	"OP"	"L1"	70	1	1529.57474358775	-487.991512179011
"OP.L1"	"OP"	"L1"	70	2	1540.70103747224	-469.605181977602
"OP.L1"	"OP"	"L1"	70	3	1559.11955297357	-473.586353785534
"OP.L1"	"OP"	"L1"	70	4	1577.45702042474	-490.655724088797
"OP.L1"	"OP"	"L1"	70	5	1563.00399559427	-518.825918421725
"OP.L1"	"OP"	"L1"	71	1	1540.75783800311	-467.38072486704
"OP.L1"	"OP"	"L1"	71	2	1540.16108855243	-442.436725067308
"OP.L1"	"OP"	"L1"	71	3	1549.06369484737	-411.9925660552
"OP.L1"	"OP"	"L1"	71	4	1588.14345379554	-433.569042920728
"OP.L1"	"OP"	"L1"	71	5	1590.35838822925	-464.082046777977
"OP.L1"	"OP"	"L1"	71	6	1578.33243557531	-489.398609485737
"OP.L1"	"OP"	"L1"	71	7	1559.80910127794	-472.156225649755
"OP.L1"	"OP"	"L1"	72	1	1549.26141119599	-409.933464303177
"OP.L1"	"OP"	"L1"	72	2	1546.85809569195	-386.223855540632
"OP.L1"	"OP"	"L1"	72	3	1550.86765356221	-362.479324626713
"OP.L1"	"OP"	"L1"	72	4	1589.67625938331	-380.843782015188
"OP.L1"	"OP"	"L1"	72	5	1585.72189588544	-395.675144750875
"OP.L1"	"OP"	"L1"	72	6	1588.22398674334	-431.359423450474
"OP.L1"	"OP"	"L1"	73	1	1551.22244632593	-359.805302734203
"OP.L1"	"OP"	"L1"	73	2	1555.52896124564	-330.47257755521
"OP.L1"	"OP"	"L1"	73	3	1569.76528907796	-304.113017618715
"OP.L1"	"OP"	"L1"	73	4	1604.36376215373	-320.098841815957
"OP.L1"	"OP"	"L1"	73	5	1604.89032119929	-352.615810534713
"OP.L1"	"OP"	"L1"	73	6	1590.40986058214	-379.216498302625
"OP.L1"	"OP"	"L1"	74	1	1570.98895795554	-302.422117845383
"OP.L1"	"OP"	"L1"	74	2	1578.43313963708	-275.777858252954
"OP.L1"	"OP"	"L1"	74	3	1603.30463415576	-256.03542561094
"OP.L1"	"OP"	"L1"	74	4	1638.11869295891	-276.390097831123
"OP.L1"	"OP"	"L1"	74	5	1635.2995118988	-300.636601399754
"OP.L1"	"OP"	"L1"	74	6	1605.34179576976	-318.891700182166
"OP.L1"	"OP"	"L1"	75	1	1604.17490254151	-254.377751962508
"OP.L1"	"OP"	"L1"	75	2	1612.43462453129	-235.84173240497
"OP.L1"	"OP"	"L1"	75	3	1628.19694453038	-219.858307273945
"OP.L1"	"OP"	"L1"	75	4	1669.87373388011	-234.735509322753
"OP.L1"	"OP"	"L1"	75	5	1660.34288751942	-256.187481603129
"OP.L1"	"OP"	"L1"	75	6	1639.34284152139	-274.853451885417
"OP.L1"	"OP"	"L1"	76	1	1670.01413980663	-232.806332157556
"OP.L1"	"OP"	"L1"	76	2	1628.75130768189	-217.725614211852
"OP.L1"	"OP"	"L1"	76	3	1654.1842997968	-185.657322601714
"OP.L1"	"OP"	"L1"	76	4	1693.29743099605	-157.61292901759
"OP.L1"	"OP"	"L1"	76	5	1715.21558745258	-166.129235725018
"OP.L1"	"OP"	"L1"	76	6	1736.71890434307	-192.738055502537
"OP.L1"	"OP"	"L1"	76	7	1688.09877403624	-208.281727336648
"OP.L1"	"OP"	"L1"	77	1	1737.79374550098	-191.31521313653
"OP.L1"	"OP"	"L1"	77	2	1717.23071601101	-164.818942579077
"OP.L1"	"OP"	"L1"	77	3	1694.52920797446	-156.215973316886
"OP.L1"	"OP"	"L1"	77	4	1728.0667905794	-127.410892427972
"OP.L1"	"OP"	"L1"	77	5	1764.12448176596	-112.59107108231
"OP.L1"	"OP"	"L1"	77	6	1779.96833268656	-146.795235663796
"OP.L1"	"OP"	"L1"	77	7	1754.22315593729	-159.764327569367
"PZ.L2"	"PZ"	"L2"	78	1	652.451807377337	-387.850982347377
"PZ.L2"	"PZ"	"L2"	78	2	639.264627742941	-341.035041790251
"PZ.L2"	"PZ"	"L2"	78	3	633.291848183572	-296.00574731915
"PZ.L2"	"PZ"	"L2"	78	4	659.600266663951	-281.913837889845
"PZ.L2"	"PZ"	"L2"	78	5	691.695830967641	-286.310293545558
"PZ.L2"	"PZ"	"L2"	78	6	706.125881279745	-344.850220181707
"PZ.L2"	"PZ"	"L2"	78	7	707.962217249751	-368.911346031276
"PZ.L2"	"PZ"	"L2"	78	8	674.267203148379	-387.213764990005
"PZ.L2"	"PZ"	"L2"	79	1	599.50558006702	-449.51074259175
"PZ.L2"	"PZ"	"L2"	79	2	566.046514366149	-393.583438239626
"PZ.L2"	"PZ"	"L2"	79	3	551.516771895853	-338.515549065053
"PZ.L2"	"PZ"	"L2"	79	4	603.475140547729	-311.260523667201
"PZ.L2"	"PZ"	"L2"	79	5	630.757667106227	-296.248883700609
"PZ.L2"	"PZ"	"L2"	79	6	637.037023511359	-341.602880864416
"PZ.L2"	"PZ"	"L2"	79	7	650.855482684222	-388.436947268486
"PZ.L2"	"PZ"	"L2"	79	8	613.886252885374	-410.752053992539
"PZ.L2"	"PZ"	"L2"	80	1	535.015374985067	-451.13394366505
"PZ.L2"	"PZ"	"L2"	80	2	503.754114333516	-400.908550207798
"PZ.L2"	"PZ"	"L2"	80	3	514.155394612401	-367.96965065534
"PZ.L2"	"PZ"	"L2"	80	4	549.635512772462	-339.762264966653
"PZ.L2"	"PZ"	"L2"	80	5	563.844511065999	-393.751469173219
"PZ.L2"	"PZ"	"L2"	80	6	597.185923870063	-450.009203527653
"PZ.L2"	"PZ"	"L2"	80	7	572.946694475228	-465.932000777003
"PZ.L2"	"PZ"	"L2"	81	1	525.088974302759	-501.648130214718
"PZ.L2"	"PZ"	"L2"	81	2	477.182684869519	-438.825382923296
"PZ.L2"	"PZ"	"L2"	81	3	475.175974173875	-412.531872705011
"PZ.L2"	"PZ"	"L2"	81	4	500.327476139496	-402.20735321361
"PZ.L2"	"PZ"	"L2"	81	5	533.403709421348	-452.521968449206
"PZ.L2"	"PZ"	"L2"	81	6	572.319074466156	-467.792913449269
"PZ.L2"	"PZ"	"L2"	81	7	567.171499701978	-490.774121680256
"PZ.L2"	"PZ"	"L2"	82	1	491.9592583586	-543.239731240106
"PZ.L2"	"PZ"	"L2"	82	2	445.836576108516	-480.864134353218
"PZ.L2"	"PZ"	"L2"	82	3	475.324338536553	-440.752357387355
"PZ.L2"	"PZ"	"L2"	82	4	522.748742237185	-502.65012973744
"PZ.L2"	"PZ"	"L2"	83	1	437.565797285799	-582.657516629618
"PZ.L2"	"PZ"	"L2"	83	2	404.61907103164	-519.594728627148
"PZ.L2"	"PZ"	"L2"	83	3	413.907205276583	-493.603163131109
"PZ.L2"	"PZ"	"L2"	83	4	443.667918601664	-481.803098133049
"PZ.L2"	"PZ"	"L2"	83	5	490.280100031196	-544.199818393463
"PZ.L2"	"PZ"	"L2"	83	6	460.298427001661	-585.731803116076
"PZ.L2"	"PZ"	"L2"	84	1	397.517126481882	-613.152774170366
"PZ.L2"	"PZ"	"L2"	84	2	351.894162303866	-550.385220501804
"PZ.L2"	"PZ"	"L2"	84	3	403.06187266071	-520.59416182735
"PZ.L2"	"PZ"	"L2"	84	4	436.225611057419	-583.141989946472
"PZ.L2"	"PZ"	"L2"	85	1	1090.66971926679	-367.550915582291
"PZ.L2"	"PZ"	"L2"	85	2	1087.31305610917	-344.225247596366
"PZ.L2"	"PZ"	"L2"	85	3	1130.83140429441	-295.609244812858
"PZ.L2"	"PZ"	"L2"	85	4	1154.48124845644	-313.323111306688
"PZ.L2"	"PZ"	"L2"	85	5	1124.58063105175	-394.696577952653
"PZ.L2"	"PZ"	"L2"	86	1	1126.59123557082	-394.908852417695
"PZ.L2"	"PZ"	"L2"	86	2	1157.24869539913	-314.022020344131
"PZ.L2"	"PZ"	"L2"	86	3	1195.71902682324	-322.559986283762
"PZ.L2"	"PZ"	"L2"	86	4	1190.67254206502	-368.873664336073
"PZ.L2"	"PZ"	"L2"	86	5	1171.73848987428	-395.550504131876
"PZ.L2"	"PZ"	"L2"	87	1	1173.46209844468	-396.564373229528
"PZ.L2"	"PZ"	"L2"	87	2	1192.20211415787	-369.537030434617
"PZ.L2"	"PZ"	"L2"	87	3	1197.23971318137	-323.532821094765
"PZ.L2"	"PZ"	"L2"	87	4	1227.42394324395	-340.195413167975
"PZ.L2"	"PZ"	"L2"	87	5	1215.70243283248	-381.671574369442
"PZ.L2"	"PZ"	"L2"	87	6	1191.79766008654	-415.983994507799
"PZ.L2"	"PZ"	"L2"	88	1	1192.56183139009	-417.488025777425
"PZ.L2"	"PZ"	"L2"	88	2	1217.67683895216	-382.813157956059
"PZ.L2"	"PZ"	"L2"	88	3	1229.20940792451	-341.17028318273
"PZ.L2"	"PZ"	"L2"	88	4	1266.05561904328	-377.937474249112
"PZ.L2"	"PZ"	"L2"	88	5	1257.12574910418	-416.209452464045
"PZ.L2"	"PZ"	"L2"	88	6	1243.7723133698	-433.993891182112
"PZ.L2"	"PZ"	"L2"	89	1	1245.16652391595	-434.813755196103
"PZ.L2"	"PZ"	"L2"	89	2	1258.92886011081	-417.702457162065
"PZ.L2"	"PZ"	"L2"	89	3	1269.38134155138	-378.189512709228
"PZ.L2"	"PZ"	"L2"	89	4	1317.34476489077	-369.684004463893
"PZ.L2"	"PZ"	"L2"	89	5	1335.11473773088	-399.842258640502
"PZ.L2"	"PZ"	"L2"	89	6	1314.92403746463	-444.158109848083
"PZ.L2"	"PZ"	"L2"	89	7	1286.23173971527	-469.876315108217
"PZ.L2"	"PZ"	"L2"	89	8	1273.91524768651	-466.134327307718
"PZ.L2"	"PZ"	"L2"	90	1	1287.32785499218	-471.037236380809
"PZ.L2"	"PZ"	"L2"	90	2	1317.42269983552	-445.641664436663
"PZ.L2"	"PZ"	"L2"	90	3	1336.7670113957	-401.301510980703
"PZ.L2"	"PZ"	"L2"	90	4	1374.84360909431	-422.442513033581
"PZ.L2"	"PZ"	"L2"	90	5	1390.46185512789	-448.868276821566
"PZ.L2"	"PZ"	"L2"	90	6	1351.86513357641	-514.679887170833
"PZ.L2"	"PZ"	"L2"	90	7	1292.28858674888	-504.78077079335
"PZ.L2"	"PZ"	"L2"	91	1	1384.62425061005	-556.04881032987
"PZ.L2"	"PZ"	"L2"	91	2	1354.37247693097	-516.016894678306
"PZ.L2"	"PZ"	"L2"	91	3	1392.91852296263	-451.498672363018
"PZ.L2"	"PZ"	"L2"	91	4	1417.83694285036	-456.095199488787
"PZ.L2"	"PZ"	"L2"	91	5	1438.11433816994	-502.247365368916
"PZ.L2"	"PZ"	"L2"	92	1	1385.52674698484	-557.768485329087
"PZ.L2"	"PZ"	"L2"	92	2	1440.80526810382	-504.032904542944
"PZ.L2"	"PZ"	"L2"	92	3	1477.37399436063	-532.955877185716
"PZ.L2"	"PZ"	"L2"	92	4	1482.49478190819	-575.794435378047
"PZ.L2"	"PZ"	"L2"	92	5	1438.09077276084	-610.860189076457
"PZ.L2"	"PZ"	"L2"	92	6	1390.61380235284	-580.918364391274
"PZ.L2"	"PZ"	"L2"	93	1	1426.61202961579	-682.189265591789
"PZ.L2"	"PZ"	"L2"	93	2	1440.05087991321	-612.282649222403
"PZ.L2"	"PZ"	"L2"	93	3	1484.88168719896	-577.491902477116
"PZ.L2"	"PZ"	"L2"	93	4	1520.56334307523	-598.344075611745
"PZ.L2"	"PZ"	"L2"	93	5	1527.30136125896	-642.833358192339
"PZ.L2"	"PZ"	"L2"	93	6	1518.78003254207	-689.837555454521
"PZ.L2"	"PZ"	"L2"	93	7	1472.19735267111	-681.328329711436
"PZ.L1"	"PZ"	"L1"	94	1	1523.69836770653	-597.590361359898
"PZ.L1"	"PZ"	"L1"	94	2	1565.2270122667	-576.423928084181
"PZ.L1"	"PZ"	"L1"	94	3	1589.88661441024	-613.834222522574
"PZ.L1"	"PZ"	"L1"	94	4	1594.28917582751	-651.506609000789
"PZ.L1"	"PZ"	"L1"	94	5	1594.10137114463	-702.125004868838
"PZ.L1"	"PZ"	"L1"	94	6	1553.42995103264	-708.128915034369
"PZ.L1"	"PZ"	"L1"	94	7	1521.45723086073	-690.336290402535
"PZ.L1"	"PZ"	"L1"	94	8	1531.65252616871	-643.802022426794
"PZ.L3"	"PZ"	"L3"	95	1	702.943393786955	-453.422714401601
"PZ.L3"	"PZ"	"L3"	95	2	684.113274935175	-429.874675122289
"PZ.L3"	"PZ"	"L3"	95	3	674.795196305234	-388.5939840009
"PZ.L3"	"PZ"	"L3"	95	4	709.073474088737	-370.572121358457
"PZ.L3"	"PZ"	"L3"	95	5	736.357502820207	-387.110572696541
"PZ.L3"	"PZ"	"L3"	95	6	742.746363921505	-443.311965753172
"PZ.L3"	"PZ"	"L3"	96	1	615.993133187877	-459.428847557428
"PZ.L3"	"PZ"	"L3"	96	2	601.251796336191	-450.252776708508
"PZ.L3"	"PZ"	"L3"	96	3	615.114615230941	-411.638316760433
"PZ.L3"	"PZ"	"L3"	96	4	652.277825938868	-388.947766231345
"PZ.L3"	"PZ"	"L3"	96	5	671.525308768663	-389.250336555884
"PZ.L3"	"PZ"	"L3"	96	6	682.328282988787	-431.073823562949
"PZ.L3"	"PZ"	"L3"	96	7	701.393926766693	-455.128785711225
"PZ.L3"	"PZ"	"L3"	96	8	666.636187543428	-481.139446000279
"PZ.L3"	"PZ"	"L3"	96	9	635.406621577053	-497.498284953151
"PZ.L3"	"PZ"	"L3"	97	1	638.898944790396	-565.037422818942
"PZ.L3"	"PZ"	"L3"	97	2	608.996182372069	-572.449597046043
"PZ.L3"	"PZ"	"L3"	97	3	568.26279200989	-491.753405882502
"PZ.L3"	"PZ"	"L3"	97	4	573.823915677025	-467.949060614816
"PZ.L3"	"PZ"	"L3"	97	5	599.199414625767	-451.764680153934
"PZ.L3"	"PZ"	"L3"	97	6	614.525334309874	-460.571111851178
"PZ.L3"	"PZ"	"L3"	97	7	659.588373045961	-548.990757245609
"PZ.L3"	"PZ"	"L3"	98	1	638.000016135511	-499.64519942235
"PZ.L3"	"PZ"	"L3"	98	2	668.864338980563	-482.484515659931
"PZ.L3"	"PZ"	"L3"	98	3	704.379277200728	-456.654004880909
"PZ.L3"	"PZ"	"L3"	98	4	742.98330398736	-445.877901896924
"PZ.L3"	"PZ"	"L3"	98	5	762.557691960044	-469.32867351651
"PZ.L3"	"PZ"	"L3"	98	6	756.214718955227	-511.06529148675
"PZ.L3"	"PZ"	"L3"	98	7	720.57459667183	-550.671470938856
"PZ.L3"	"PZ"	"L3"	98	8	662.584701972698	-547.889237749995
"PZ.L3"	"PZ"	"L3"	99	1	494.056711877308	-544.895906724561
"PZ.L3"	"PZ"	"L3"	99	2	525.881204488722	-503.624883631196
"PZ.L3"	"PZ"	"L3"	99	3	565.662149801928	-494.553947680219
"PZ.L3"	"PZ"	"L3"	99	4	606.901104685186	-573.890920873967
"PZ.L3"	"PZ"	"L3"	99	5	574.658406301628	-614.26183511975
"PZ.L3"	"PZ"	"L3"	99	6	509.468824572927	-564.876653820574
"PZ.L3"	"PZ"	"L3"	100	1	462.670684648651	-586.230884083295
"PZ.L3"	"PZ"	"L3"	100	2	492.026393325572	-546.014790533345
"PZ.L3"	"PZ"	"L3"	100	3	507.131116998318	-565.2364496855
"PZ.L3"	"PZ"	"L3"	100	4	573.155597484331	-616.537576147796
"PZ.L3"	"PZ"	"L3"	100	5	559.946708839234	-676.697290678282
"PZ.L3"	"PZ"	"L3"	100	6	500.021392247112	-691.677071061568
"PZ.L3"	"PZ"	"L3"	100	7	460.854916726165	-638.015788455887
"PZ.L3"	"PZ"	"L3"	101	1	409.611800891817	-711.654080136223
"PZ.L3"	"PZ"	"L3"	101	2	378.847569576957	-697.160262908957
"PZ.L3"	"PZ"	"L3"	101	3	377.695486790622	-651.098987959845
"PZ.L3"	"PZ"	"L3"	101	4	397.78520420903	-615.051235847843
"PZ.L3"	"PZ"	"L3"	101	5	437.287735454177	-583.767759393271
"PZ.L3"	"PZ"	"L3"	101	6	460.452039989739	-587.154970618434
"PZ.L3"	"PZ"	"L3"	101	7	458.749376427049	-637.836082509441
"PZ.L3"	"PZ"	"L3"	102	1	416.483117319785	-743.062705471836
"PZ.L3"	"PZ"	"L3"	102	2	410.130408062604	-712.874224262051
"PZ.L3"	"PZ"	"L3"	102	3	459.392863367099	-639.386303760882
"PZ.L3"	"PZ"	"L3"	102	4	498.911879353234	-693.088044728017
"PZ.L3"	"PZ"	"L3"	102	5	489.935773380099	-722.836391668013
"PZ.L3"	"PZ"	"L3"	102	6	460.285407723269	-749.735025297368
"PZ.L3"	"PZ"	"L3"	103	1	437.994533548372	-875.460472599226
"PZ.L3"	"PZ"	"L3"	103	2	410.262040790264	-821.810266262275
"PZ.L3"	"PZ"	"L3"	103	3	402.967530384846	-778.504541085454
"PZ.L3"	"PZ"	"L3"	103	4	415.704768574538	-745.531632931937
"PZ.L3"	"PZ"	"L3"	103	5	461.039651507861	-752.525288862771
"PZ.L3"	"PZ"	"L3"	103	6	503.966091212003	-800.919795656239
"PZ.L3"	"PZ"	"L3"	103	7	502.890979592445	-852.523147005673
"PZ.L3"	"PZ"	"L3"	104	1	462.733750970248	-749.990022135699
"PZ.L3"	"PZ"	"L3"	104	2	491.977252547045	-724.738336163314
"PZ.L3"	"PZ"	"L3"	104	3	548.396915550874	-777.934232606498
"PZ.L3"	"PZ"	"L3"	104	4	548.39511487123	-851.960804143545
"PZ.L3"	"PZ"	"L3"	104	5	505.020285506623	-851.625551733176
"PZ.L3"	"PZ"	"L3"	104	6	506.508662408315	-799.788973476933
"PZ.L3"	"PZ"	"L3"	105	1	492.719616814577	-722.763935518784
"PZ.L3"	"PZ"	"L3"	105	2	501.414618286076	-693.416288606286
"PZ.L3"	"PZ"	"L3"	105	3	560.430599115615	-678.600745266351
"PZ.L3"	"PZ"	"L3"	105	4	575.230606117437	-766.206874290768
"PZ.L3"	"PZ"	"L3"	105	5	549.771638479143	-776.34835379574
"PZ.L3"	"PZ"	"L3"	106	1	550.487264214112	-852.006780275678
"PZ.L3"	"PZ"	"L3"	106	2	551.725317467263	-778.00951749578
"PZ.L3"	"PZ"	"L3"	106	3	576.626724330464	-767.641752224994
"PZ.L3"	"PZ"	"L3"	106	4	649.398871273552	-796.108208927467
"PZ.L3"	"PZ"	"L3"	106	5	632.069632386932	-866.983586128405
"PZ.L3"	"PZ"	"L3"	106	6	595.718044798602	-887.074976491672
"PZ.L3"	"PZ"	"L3"	107	1	577.245934470878	-766.06219207992
"PZ.L3"	"PZ"	"L3"	107	2	571.515835935497	-730.787962621508
"PZ.L3"	"PZ"	"L3"	107	3	639.329783564555	-717.389133228974
"PZ.L3"	"PZ"	"L3"	107	4	670.43438937913	-719.212294041658
"PZ.L3"	"PZ"	"L3"	107	5	693.314328661197	-732.129357822906
"PZ.L3"	"PZ"	"L3"	107	6	667.516192634658	-751.193137132702
"PZ.L3"	"PZ"	"L3"	107	7	670.296092472299	-783.702853964476
"PZ.L3"	"PZ"	"L3"	107	8	650.668790248489	-794.774452018463
"PZ.L3"	"PZ"	"L3"	108	1	639.846014049947	-714.750514832092
"PZ.L3"	"PZ"	"L3"	108	2	638.460349885469	-668.170111560133
"PZ.L3"	"PZ"	"L3"	108	3	667.86591461714	-626.929829331753
"PZ.L3"	"PZ"	"L3"	108	4	722.740220301895	-647.072163560935
"PZ.L3"	"PZ"	"L3"	108	5	711.435229296527	-678.682349815891
"PZ.L3"	"PZ"	"L3"	108	6	729.756950961806	-704.459179238195
"PZ.L3"	"PZ"	"L3"	108	7	694.833954957291	-730.935208290514
"PZ.L3"	"PZ"	"L3"	108	8	672.19238024925	-717.659723602419
"PZ.L3"	"PZ"	"L3"	109	1	571.248893044865	-728.348210835595
"PZ.L3"	"PZ"	"L3"	109	2	562.000790125898	-677.281797100075
"PZ.L3"	"PZ"	"L3"	109	3	574.070199255366	-617.221486825647
"PZ.L3"	"PZ"	"L3"	109	4	636.165987702088	-667.773274287328
"PZ.L3"	"PZ"	"L3"	109	5	637.773098080536	-714.740953720304
"PZ.L3"	"PZ"	"L3"	110	1	575.668555904649	-616.000243765809
"PZ.L3"	"PZ"	"L3"	110	2	608.922236392391	-574.483809464706
"PZ.L3"	"PZ"	"L3"	110	3	639.190593989282	-566.927818912645
"PZ.L3"	"PZ"	"L3"	110	4	649.9579571123	-602.727070476046
